src,record_type,start_date,duration,record_length,ano,record_number,call_reference,bno
nokia,91,2024-09-03 19-20-05,-14550,47,40721234909,-1547698347,gzHeAkyM,40751967931
nokia,92,2024-09-03 19-24-42,-3024,-101,40759415059,381932590,YlDkEfgQ,40704008055
nokia,-25,2024-09-03 19-24-50,-23518,113,40753200013,-197245312,zDGgIxJe,40751070932
nokia,-116,2024-09-03 19-20-48,7586,-33,40765764423,-1853821609,bLRvGMyH,40759801635
nokia,44,2024-09-03 19-22-43,25065,54,40791064202,168093223,FXfcvsOx,40776366700
nokia,-109,2024-09-03 19-23-21,11090,-50,40720287036,1584069346,jjXxojSM,40789245896
nokia,1,2024-09-03 19-23-21,-16004,121,40735915723,95474444,KIHlInOf,40775541914
nokia,-74,2024-09-03 19-24-47,-24165,38,40749883128,658432894,eAjZUPYt,40701805007
nokia,-29,2024-09-03 19-24-59,25109,92,40749925038,1435316531,sIqvvugg,40714246149
nokia,21,2024-09-03 19-24-50,16773,-116,40786583084,78379514,SqGFqZDd,40700266385
nokia,-111,2024-09-03 19-21-48,-30084,23,40755099185,-1146394203,KBDdSkML,40798016565
nokia,58,2024-09-03 19-20-51,-19064,-26,40775949312,-530680986,htQLxRwb,40734131077
nokia,97,2024-09-03 19-21-18,18961,-15,40756268701,-931131472,LGyZhdLC,40707729174
nokia,-70,2024-09-03 19-23-49,25397,64,40760074603,-659265065,pdgNhxfE,40701206079
nokia,-8,2024-09-03 19-22-20,-13878,5,40718936488,781258455,mfZWDsdE,40747514096
nokia,-82,2024-09-03 19-24-04,22344,-7,40796024768,-1651647235,jmfocekx,40749856854
nokia,-109,2024-09-03 19-24-28,12145,116,40753353653,215715306,UFWiEHmi,40727903068
nokia,67,2024-09-03 19-23-47,-2513,-65,40741716868,-1751258314,FzmJsZgy,40721332007
nokia,80,2024-09-03 19-24-13,-3761,62,40786473801,-422477989,pULwwnrX,40776664656
nokia,105,2024-09-03 19-21-36,-1374,-28,40788419596,959991045,xvGMCvPS,40781243039
nokia,124,2024-09-03 19-24-31,-25466,8,40733564892,-1749682480,vQgmkGVH,40727113822
nokia,83,2024-09-03 19-22-05,-6493,55,40755933756,1877144164,cwlKBrwt,40785338090
nokia,16,2024-09-03 19-22-16,31082,125,40777536576,-1162582928,qVlVtOnc,40742188436
nokia,15,2024-09-03 19-24-27,10245,82,40788460906,-1340709718,wjiEyiZc,40739379506
nokia,102,2024-09-03 19-23-47,-26162,10,40708858696,1492954292,pOClQgXH,40737439753
nokia,-2,2024-09-03 19-22-38,-26236,-7,40742244631,1781795411,qpqtHvLZ,40709489683
nokia,-30,2024-09-03 19-21-08,32277,-116,40700865693,1429061620,TcieUGms,40724898066
nokia,-66,2024-09-03 19-23-11,-6072,-108,40739671338,2102526516,iOhcTEeD,40722661630
nokia,-104,2024-09-03 19-22-22,-6609,-107,40757778607,481490543,dHdCCIpV,40709431888
nokia,64,2024-09-03 19-20-56,-3475,-27,40777235307,653500960,QGJGaqkw,40768451058
nokia,-76,2024-09-03 19-20-22,16027,-41,40772684678,2042866101,AiTLWcLW,40732205394
nokia,-96,2024-09-03 19-23-13,-31686,-114,40798564387,1024074932,wtDLGEbx,40758590776
nokia,37,2024-09-03 19-23-53,-32646,-44,40742345915,463208717,SghrocGd,40734376533
nokia,-125,2024-09-03 19-24-53,-8819,103,40731360591,-323741230,xeZxAbCD,40771131780
nokia,-83,2024-09-03 19-24-20,-1155,-91,40752746603,-697271972,hDRAcEMS,40764858836
nokia,-13,2024-09-03 19-21-19,-20291,60,40736817873,-1077167065,LuuxNnjK,40754758995
nokia,-6,2024-09-03 19-21-46,-5294,-28,40706939314,-1521875471,GvuYahDN,40753646184
nokia,-61,2024-09-03 19-23-25,194,-74,40720181282,-371237775,uwRlIFrW,40763443244
nokia,-60,2024-09-03 19-22-22,-17548,20,40733245685,-1691877876,FAzSiibW,40744972063
nokia,95,2024-09-03 19-20-22,22579,39,40743962068,1190547876,HbnnmOBG,40758051784
nokia,-62,2024-09-03 19-23-09,-1398,-91,40722817920,1944001212,ewIHmNYX,40783388136
nokia,-10,2024-09-03 19-24-37,20508,-73,40701982954,-1143269350,qlqsRbWi,40717886255
nokia,101,2024-09-03 19-23-51,-2795,126,40795254760,626355788,MhksTYHZ,40787388735
nokia,-74,2024-09-03 19-23-41,17667,-39,40785324631,172729503,rrbbEAup,40700868746
nokia,52,2024-09-03 19-24-13,-6936,18,40715703947,1893402918,krolBiRO,40731510376
nokia,-124,2024-09-03 19-21-35,15106,-6,40701822436,281300582,WfzfPREZ,40760325245
nokia,54,2024-09-03 19-22-39,2356,22,40726936437,1756693845,rWwumsmW,40711786479
nokia,-107,2024-09-03 19-21-35,-2816,85,40771972117,4691840,nMIbRMaD,40784168975
