src,record_type,start_date,duration,record_length,ano,record_number,call_reference,bno
nokia,108,2024-09-03 20-36-27,30985,77,40773085956,249434051,rDTEXRKf,40700516459
nokia,123,2024-09-03 20-37-58,-10333,6,40776339346,1093812868,roZevfpA,40781317956
nokia,70,2024-09-03 20-39-58,-30481,120,40752411145,1696455805,HisjQByb,40763660801
nokia,-74,2024-09-03 20-39-50,6575,-43,40765447753,129856443,xVHBqypT,40721760446
nokia,101,2024-09-03 20-37-40,29973,-28,40735771789,-1115026252,BBcEmrYy,40750488568
nokia,112,2024-09-03 20-35-44,13889,26,40770091248,642159349,YFnfBPTz,40759772181
nokia,43,2024-09-03 20-38-42,-16727,-53,40751205395,-302274418,yVwMvtTL,40731164288
nokia,-94,2024-09-03 20-35-29,-24047,10,40789159904,-1060277357,iQOaKnoo,40779125094
nokia,49,2024-09-03 20-39-10,496,-43,40748978489,1352445003,jDtwGXaL,40753384785
nokia,-99,2024-09-03 20-38-50,24128,-113,40787412467,-1698765258,zlMUWGPU,40761921602
nokia,-68,2024-09-03 20-38-26,25412,9,40719354244,-1313993551,BWmVczNe,40764873095
nokia,-23,2024-09-03 20-39-50,-14636,-66,40762228526,676310685,qQvxAPPf,40783429829
nokia,68,2024-09-03 20-36-45,29531,-111,40786100618,534995193,DQMYpLTM,40757318721
nokia,-55,2024-09-03 20-36-45,19493,-85,40732808779,-772613758,NHOVltwE,40725930427
nokia,-52,2024-09-03 20-36-35,31346,52,40790424914,1857987911,PQbMgzsO,40702280156
nokia,-50,2024-09-03 20-37-05,8183,-64,40766663528,481419401,qMxsdQZQ,40745566287
nokia,126,2024-09-03 20-36-34,5039,-115,40721960076,-1707495463,sZGFMYZQ,40747430203
nokia,-121,2024-09-03 20-35-13,-17126,-64,40720885099,1184566211,MMrQNTAH,40778961413
nokia,-128,2024-09-03 20-36-21,-30304,-94,40729143801,1655340111,AaYLaPJO,40785550715
nokia,124,2024-09-03 20-35-56,6048,41,40703222069,1005354945,XgeDocnz,40752918415
nokia,42,2024-09-03 20-36-26,-20121,-116,40734888083,1946102195,uDVQEkMx,40747897889
nokia,-61,2024-09-03 20-37-54,3868,1,40711411739,-32431651,xwKUjZpM,40759474614
nokia,-32,2024-09-03 20-37-01,8807,-4,40778329381,105600146,SUpWYNuu,40798580314
nokia,44,2024-09-03 20-35-49,-2223,101,40781060105,517791991,PtVuwBSk,40797919038
nokia,61,2024-09-03 20-39-52,27626,11,40715068195,417691742,aemWAPPy,40780474137
nokia,1,2024-09-03 20-37-29,24195,-107,40700732529,-32999266,zHDFmjSi,40712541713
nokia,47,2024-09-03 20-37-23,-6359,-123,40740645338,1848254871,hOuBXtcf,40768382367
nokia,-89,2024-09-03 20-38-42,-25002,106,40713861071,1450898929,XNvJavDL,40780775269
nokia,-100,2024-09-03 20-37-20,30713,-100,40763220524,-1185144483,yhgvYDfA,40783828410
nokia,-78,2024-09-03 20-38-05,17964,-34,40714644134,-694879059,wvjkWuGW,40762786316
nokia,100,2024-09-03 20-37-31,20219,-77,40765277897,893365364,SXgybcLx,40717062412
nokia,63,2024-09-03 20-38-35,-6813,60,40718115140,1779655838,QPybBSeP,40781108023
nokia,-49,2024-09-03 20-37-38,-29639,80,40747166366,1128799044,kjjveHyl,40791429433
nokia,-16,2024-09-03 20-38-10,24861,18,40786288785,952953902,KtKyzWxe,40754297025
nokia,80,2024-09-03 20-36-29,10185,-83,40753773852,1107459750,bhBxCwin,40703164503
nokia,-8,2024-09-03 20-38-19,17066,62,40719458954,598218215,hzjdluDr,40740052362
nokia,112,2024-09-03 20-37-59,31782,-60,40788945803,1636177396,aJyDXhzD,40746983536
nokia,-31,2024-09-03 20-36-14,14606,-77,40729920233,388042163,eXrQkRNa,40793416827
nokia,-83,2024-09-03 20-39-38,20614,-38,40714792689,1794118700,ciUQqLue,40739951091
nokia,49,2024-09-03 20-35-12,-1762,125,40784085119,-1144718415,BsuPBsLS,40796269985
nokia,93,2024-09-03 20-35-50,28991,-41,40705576937,2050482463,QzaXjjuG,40759378885
nokia,-35,2024-09-03 20-37-53,32345,23,40739404082,725145357,tZtMqiaj,40713281636
nokia,-91,2024-09-03 20-38-20,-11182,-79,40769983452,-390561037,WkgXsVZT,40711069118
nokia,-103,2024-09-03 20-35-49,25171,-114,40764776879,-1332975290,nYzfSaoS,40799359503
nokia,48,2024-09-03 20-36-14,15091,58,40742062716,1016057244,FzYigjNB,40707616811
nokia,-15,2024-09-03 20-35-14,19182,85,40772988431,1084095691,rwVVbRVn,40727349957
nokia,-108,2024-09-03 20-39-21,3735,96,40745865431,-2134669303,UDMLYhcl,40708323878
nokia,-90,2024-09-03 20-37-30,21354,-105,40711944009,1112839085,MqPKrSrX,40794404989
nokia,75,2024-09-03 20-35-08,-14733,113,40791117152,-2128985734,kYYsBFfJ,40774747037
nokia,57,2024-09-03 20-38-36,-27583,101,40767809512,1916356687,bjhtfJtU,40722726250
nokia,88,2024-09-03 20-38-57,15860,-18,40796411592,-2009494819,RSLKYepx,40719625342
nokia,-8,2024-09-03 20-37-32,-12372,-25,40705703102,-855006327,pmlcqdYV,40787227581
nokia,116,2024-09-03 20-38-55,32266,-105,40782748962,-838303499,gjrcjBZN,40711661001
nokia,75,2024-09-03 20-38-08,-8483,35,40777866572,-1120276229,WJfupjAF,40720328879
nokia,-68,2024-09-03 20-38-42,10940,-58,40702865819,-1739810020,sLTzuuWt,40705630094
nokia,-125,2024-09-03 20-35-38,-22076,-119,40784215836,-1055585716,oVmuyTyQ,40710283209
nokia,102,2024-09-03 20-38-41,4471,7,40720568833,358009586,WNvDiBSl,40705065682
nokia,-23,2024-09-03 20-37-27,-5493,-112,40707100123,-2065462483,AYXulniM,40754788101
nokia,-2,2024-09-03 20-35-26,-10976,-87,40700400321,453092136,wmYcskVu,40726084801
nokia,-111,2024-09-03 20-39-09,-11682,127,40740472403,-657259981,CHpDkLbi,40701129562
nokia,93,2024-09-03 20-35-25,18897,-3,40747875679,437547840,GEnVIInW,40771655339
nokia,52,2024-09-03 20-37-12,12135,-17,40778394966,1082397269,DEQpYeHe,40708202627
nokia,-100,2024-09-03 20-35-27,7648,56,40783673542,-2106129048,vNLjluFt,40772314719
nokia,108,2024-09-03 20-36-25,-13659,17,40709253162,-866572581,qqvOkTVJ,40746212075
nokia,-105,2024-09-03 20-37-31,24715,27,40729959444,-1163823703,CCGoUbrl,40700095665
nokia,115,2024-09-03 20-36-17,-29191,-101,40785189285,1102637921,LvkjcXWR,40762070980
nokia,-76,2024-09-03 20-36-01,-11993,94,40764701198,-1640610246,JgCANudC,40722107022
nokia,-40,2024-09-03 20-37-51,-30659,-104,40715231025,1555266366,TLXXzWvx,40750978845
nokia,-97,2024-09-03 20-37-43,-2949,90,40750539029,-1890998990,jxLIzxPF,40724202598
nokia,65,2024-09-03 20-36-03,8546,25,40792912945,974759870,CQStvvzL,40771692273
nokia,-13,2024-09-03 20-39-03,-12980,30,40738838059,568205179,wwOTDJSa,40773435837
nokia,-91,2024-09-03 20-35-28,32372,43,40735255738,-690757118,VRiaRMfo,40731599601
nokia,-48,2024-09-03 20-39-36,25429,86,40793498980,479700153,lSOLgbBq,40779738899
nokia,-53,2024-09-03 20-36-51,3785,74,40794343819,-326596346,axuVZKvF,40740160914
nokia,76,2024-09-03 20-37-39,-31973,92,40776840098,-304520013,vaxsLYRr,40701782995
nokia,-107,2024-09-03 20-35-22,-22834,44,40767505721,-1219195097,bfQahqRb,40718427564
nokia,96,2024-09-03 20-35-33,-6464,-81,40762913755,940197315,FXApDjyM,40773998842
nokia,-125,2024-09-03 20-37-57,8768,66,40709895310,-1592106915,MAUmWEdI,40753711058
nokia,-15,2024-09-03 20-39-32,7806,-123,40717641830,-654684629,RTGFQxRr,40754594892
nokia,32,2024-09-03 20-39-56,-2366,-61,40736014453,-1811297956,mrpEgUVk,40705986892
nokia,-117,2024-09-03 20-36-21,-24200,100,40761695698,1120396664,nMXwcyyg,40717692601
nokia,61,2024-09-03 20-37-56,26958,-26,40750164249,1386911870,AOqRceHx,40710483938
nokia,71,2024-09-03 20-39-02,-18207,35,40770488835,-917181861,OOLUymHj,40794533946
nokia,16,2024-09-03 20-38-12,24068,16,40754000918,465509475,bCEMyLHr,40714088884
nokia,-45,2024-09-03 20-39-13,-2701,-6,40790735173,-1238812261,fNByUrdV,40787838215
nokia,54,2024-09-03 20-39-51,-22484,-57,40768554847,92569049,PQsYuYuc,40709611359
nokia,121,2024-09-03 20-40-01,-19605,-107,40724593197,-518694654,tNPNRoOa,40798621407
nokia,-87,2024-09-03 20-38-11,-64,-43,40711323145,-878982456,IqQmWxBZ,40786345937
nokia,-110,2024-09-03 20-35-58,-3668,-99,40725158990,-1464016690,mdiMCZvV,40769948438
nokia,-114,2024-09-03 20-37-43,1346,84,40732576491,-100107319,rmAMEgmB,40754560585
nokia,70,2024-09-03 20-35-47,-13466,-86,40793339552,1787857247,vlTDrtCz,40789547141
nokia,-38,2024-09-03 20-36-07,15865,73,40787531309,-2029328991,gFwetXQJ,40740760539
nokia,62,2024-09-03 20-38-55,3935,1,40736499243,-1543608809,QezIzerb,40722329436
nokia,75,2024-09-03 20-39-40,3967,7,40781524803,-1987702129,NxJjMdsY,40738077609
nokia,23,2024-09-03 20-37-08,-16095,68,40711164629,-663479309,gykVDrLP,40751859172
nokia,-18,2024-09-03 20-38-37,8571,-115,40708732787,406778456,stlWeQJU,40780909627
nokia,15,2024-09-03 20-39-47,-8176,-45,40700179921,1348145037,hgsZZsPx,40768933955
nokia,84,2024-09-03 20-37-55,13138,73,40748369134,-351319631,wWkvDGvn,40746129142
nokia,-95,2024-09-03 20-36-01,28561,-57,40726733718,-1759870056,lAiYEzUC,40799728410
nokia,70,2024-09-03 20-39-33,31003,65,40777179214,2036818152,tDVIJdXe,40748601678
nokia,-67,2024-09-03 20-36-26,29516,38,40748072951,-1758226810,hIzZFTMq,40799873346
nokia,118,2024-09-03 20-39-39,-17339,91,40750023930,1083417012,PpDigMBF,40766296565
nokia,54,2024-09-03 20-38-14,-6840,93,40781546941,-1949566382,pSCxkunv,40763111242
nokia,122,2024-09-03 20-39-03,-8962,75,40735126458,-1195947986,qRcXqWMO,40777973885
nokia,81,2024-09-03 20-35-22,30581,15,40754298520,1285564983,yyGzyqtN,40762764457
nokia,-122,2024-09-03 20-37-19,-15118,109,40788278522,-28662930,CUOqqWOu,40784229124
nokia,-125,2024-09-03 20-37-37,-10012,-65,40764500896,-1196414161,oMfcISur,40799854515
nokia,-21,2024-09-03 20-38-59,1502,57,40728175692,-521900845,FkXggJlo,40703023680
nokia,-22,2024-09-03 20-40-01,7156,62,40779943661,-1166590512,ExIwmdbN,40723650913
nokia,-120,2024-09-03 20-36-45,-10674,12,40779682052,1360022006,NSZNtPJL,40766902778
nokia,76,2024-09-03 20-36-49,-16844,-81,40720415005,1009593513,GIoXRbSJ,40760949105
nokia,-54,2024-09-03 20-37-34,-29834,112,40716227333,1871147763,wfWuSICY,40774481145
nokia,-62,2024-09-03 20-35-43,29430,-95,40715627083,-787542604,JhRLXwXg,40733721581
nokia,72,2024-09-03 20-38-17,-24546,-81,40769374526,2057565151,TlyxYHLG,40714299473
nokia,92,2024-09-03 20-36-54,-20038,10,40726583251,-1946587482,KBfvIuRy,40711631061
nokia,-39,2024-09-03 20-35-24,24821,113,40782940924,947852612,GtaFcwdF,40765490809
nokia,64,2024-09-03 20-37-25,2360,5,40791177261,1413312436,rIuwDUHw,40777771949
nokia,25,2024-09-03 20-38-05,-4971,-89,40734722448,612117190,dFgySjzq,40755538448
nokia,-87,2024-09-03 20-36-19,-28773,0,40770312406,2062677617,Bvussfzg,40748977653
nokia,-4,2024-09-03 20-37-42,1785,15,40789053707,396660524,wdPEjEdb,40765043527
nokia,-60,2024-09-03 20-36-16,-9402,69,40747196953,1269037138,rEYKIGtS,40727843737
nokia,-78,2024-09-03 20-37-52,14904,39,40709782847,2085113309,TxlhIqZe,40778475790
nokia,-100,2024-09-03 20-38-26,-20508,-45,40744555958,-94643855,qRnOCGyL,40768917865
nokia,62,2024-09-03 20-35-49,12572,-123,40747458578,-1494980414,QOIjXSyx,40715223379
nokia,-9,2024-09-03 20-35-10,-20893,-80,40739705907,-38346612,TDhZlLSM,40735546037
