src,idapp,t1,ncu,start_date,ano,duration,bno
alcatel,eQnIxH,-116,12,2024-09-03 18-42-14,40734769399,-32474,40759603236
alcatel,QGYr,-89,87,2024-09-03 18-43-48,40799509021,-22897,40724067864
alcatel,ULUa,-116,-17,2024-09-03 18-43-25,40730313422,18033,40705864300
alcatel,Bzq,1,-106,2024-09-03 18-43-25,40799503217,-32758,40748235724
alcatel,SkLhp,-44,24,2024-09-03 18-41-39,40718466425,10714,40791317280
alcatel,nlIES,61,-11,2024-09-03 18-44-17,40729781597,-16095,40728661241
alcatel,dLJ,66,-76,2024-09-03 18-43-56,40793044715,15382,40798251725
alcatel,iZhl,-22,-7,2024-09-03 18-42-20,40718297080,-7020,40739063167
alcatel,JVJMUd,49,-87,2024-09-03 18-42-48,40790883547,7937,40747313373
alcatel,MLd,-32,120,2024-09-03 18-40-28,40715494514,-13875,40769825273
alcatel,nAN,107,124,2024-09-03 18-44-52,40798389465,21167,40723080091
alcatel,wUfH,69,-40,2024-09-03 18-42-10,40789935585,-8076,40748514486
alcatel,EGee,91,35,2024-09-03 18-42-34,40753677000,31829,40757009827
alcatel,QIGKpb,-36,87,2024-09-03 18-43-56,40749557816,3008,40784001156
alcatel,DHEuI,28,59,2024-09-03 18-42-19,40783782364,2749,40702911395
alcatel,bMz,35,39,2024-09-03 18-42-54,40703303971,-20902,40779714574
alcatel,JnuiX,91,28,2024-09-03 18-45-00,40795790582,6809,40792170272
alcatel,lUA,11,-52,2024-09-03 18-42-58,40763253785,21010,40777076665
alcatel,rYycLf,75,-102,2024-09-03 18-43-35,40720399784,26400,40714610674
alcatel,Nuj,116,-69,2024-09-03 18-45-01,40722626148,-11222,40734395994
alcatel,BDy,-13,-45,2024-09-03 18-44-00,40751888682,-31033,40747469035
alcatel,YBYBS,5,72,2024-09-03 18-44-30,40781330322,-22814,40786385650
alcatel,aSMd,111,96,2024-09-03 18-40-37,40739082371,-11018,40712477368
alcatel,HxXYnx,-10,33,2024-09-03 18-40-49,40797408121,12162,40768087175
alcatel,LhaA,-46,-89,2024-09-03 18-43-49,40795263993,-10080,40781857776
alcatel,lbC,69,4,2024-09-03 18-43-22,40736914717,-17713,40709075702
