src,record_type,start_date,duration,record_length,ano,record_number,call_reference,bno
nokia,21,2024-09-04 00-46-33,10862,50,40769420641,1275746654,GQmaLLuo,40706978187
nokia,-64,2024-09-04 00-49-47,-21927,117,40784694763,633414462,bDamOAIv,40766354420
nokia,85,2024-09-04 00-45-54,-32090,-112,40728350969,1780054206,ALkigxPV,40789292061
nokia,76,2024-09-04 00-46-26,-3377,-31,40706435930,-539258579,KMyuZMiv,40716257478
nokia,-97,2024-09-04 00-49-27,17692,99,40790462365,1796761274,cKAKgaTD,40789171309
nokia,-60,2024-09-04 00-48-38,-20929,68,40767233776,-241435392,jbsxUTPb,40756555341
nokia,-10,2024-09-04 00-48-18,-24340,-40,40748704287,-2010856026,aZPtrRsT,40736610416
nokia,-60,2024-09-04 00-46-50,-29680,23,40760060275,-385955613,sdeJbVzR,40788285671
nokia,-118,2024-09-04 00-49-37,25819,-70,40750437980,-68131048,IoAsWuGp,40715363219
nokia,-95,2024-09-04 00-48-35,-6254,103,40783759589,-1318147452,zBJbKhcX,40758962518
nokia,10,2024-09-04 00-48-37,31947,82,40781228171,-596826807,vNBJtgis,40726494088
nokia,98,2024-09-04 00-45-47,29321,20,40743973912,1813746849,MXHDcJea,40773939076
nokia,13,2024-09-04 00-45-37,-22208,-76,40760192071,675012173,NHZruBaG,40728821752
nokia,28,2024-09-04 00-46-43,-4241,113,40748641100,-566512849,VyjFZCqB,40704247668
nokia,13,2024-09-04 00-47-03,31176,40,40775855567,182829801,UunsZAsE,40716609393
nokia,-45,2024-09-04 00-49-33,-12632,70,40762494765,-297272973,iLANcGvT,40711074603
nokia,1,2024-09-04 00-49-18,5202,-123,40709422618,1715762086,mNfpTZxo,40712733084
nokia,25,2024-09-04 00-45-57,20926,32,40770187745,401707064,XRXrLksp,40739792809
nokia,104,2024-09-04 00-46-54,-32061,2,40743803207,-1900656977,vWEBPvQN,40784765893
nokia,-53,2024-09-04 00-49-57,28928,-89,40795056067,-1627232819,PGxpBjYI,40746079142
nokia,10,2024-09-04 00-48-47,-16705,109,40744169946,-1902663081,VkafQAHa,40725428483
nokia,-34,2024-09-04 00-49-09,9502,11,40749488286,861620314,bbAvwRvC,40787237388
nokia,-113,2024-09-04 00-49-50,-21604,63,40772870177,794776629,ZxRfojVm,40753479043
nokia,-66,2024-09-04 00-47-17,-10973,-59,40752465440,842357636,IMwBgBRD,40765653690
nokia,-12,2024-09-04 00-47-19,29626,47,40700040852,1009843886,NIOIVMya,40738653033
nokia,89,2024-09-04 00-46-54,-18548,-73,40776416602,173904838,sgjFxZfW,40785502734
nokia,-24,2024-09-04 00-45-32,248,14,40713446573,-222338540,jPYRIbex,40727225817
nokia,-35,2024-09-04 00-46-34,-2765,-15,40723152481,1806831431,hDlSQWmr,40740139224
nokia,3,2024-09-04 00-45-24,19851,16,40737283394,-1840718021,XNyultNW,40708028887
nokia,-30,2024-09-04 00-47-05,14199,118,40764501989,1279197895,dPwcfpFY,40720020579
nokia,-34,2024-09-04 00-50-00,7345,76,40726250840,-1087021719,PXGyZIja,40765749037
nokia,32,2024-09-04 00-46-15,29087,64,40764920668,-1146237039,XqdPLcKb,40748147516
nokia,-8,2024-09-04 00-49-53,16072,90,40739078095,-299199997,OybPkWqn,40769060514
nokia,-6,2024-09-04 00-45-53,7811,124,40795568273,-560146481,ZXDHWWHP,40742343899
nokia,65,2024-09-04 00-46-56,14968,90,40794334356,1075780562,YdrFcVYp,40784211911
nokia,-85,2024-09-04 00-46-36,2883,85,40785653646,551760292,kCkPwaeN,40732298389
nokia,-63,2024-09-04 00-48-54,-6903,-62,40780087227,-1491022432,RXMsRuhQ,40709589838
nokia,-85,2024-09-04 00-45-05,-28563,-20,40733491573,-1222684932,zvqLqhvw,40716356943
nokia,96,2024-09-04 00-49-10,-1248,-18,40706081278,-1261693084,ECHiOYaJ,40720866754
nokia,89,2024-09-04 00-47-58,29541,26,40782630244,-2015452521,ijKBEGTh,40744144851
nokia,24,2024-09-04 00-48-49,31954,-79,40731068104,1361671656,xHfkZEgi,40723468417
nokia,-123,2024-09-04 00-48-35,32719,8,40756765605,-1954844158,UgDqVeUq,40744880175
nokia,82,2024-09-04 00-49-09,28432,-123,40786915790,122246661,cNzzoGpw,40711271687
nokia,56,2024-09-04 00-48-25,-12718,49,40797087547,-25858049,OIwzzvFg,40751631347
nokia,-38,2024-09-04 00-49-46,-3651,-76,40751444403,789030515,FPgHRpll,40739886001
nokia,-59,2024-09-04 00-47-15,-13177,111,40772348080,-110008247,VUJBuJmA,40769748510
nokia,97,2024-09-04 00-46-19,12015,-31,40777469884,-1093407107,TzRhmFyO,40711892535
nokia,22,2024-09-04 00-49-22,-25463,-109,40757803522,-685981880,nFdnrVHD,40794186914
nokia,23,2024-09-04 00-49-43,21327,-101,40752896689,-1603668083,yAvumJUU,40758018338
nokia,79,2024-09-04 00-47-08,13958,-104,40790296828,589912420,SKnVWFNs,40771666847
nokia,36,2024-09-04 00-46-09,-11608,29,40732562395,646612298,feZnmURR,40796615123
nokia,126,2024-09-04 00-49-17,1022,127,40766067413,527072787,OIAvlaKs,40796557399
nokia,6,2024-09-04 00-47-39,3942,-106,40724996785,865044621,NvjnTdqe,40709729438
nokia,-19,2024-09-04 00-49-41,-8782,-128,40751056076,-643992889,JtaYRUju,40709800094
nokia,-45,2024-09-04 00-45-43,-4010,-19,40767080700,-1483908098,fnjUZYMa,40743478455
nokia,-57,2024-09-04 00-45-01,-10318,-30,40744549383,905840502,HpzGCzFA,40794498071
nokia,-114,2024-09-04 00-45-41,16491,75,40752066998,110626334,CCjcgWxj,40799937971
nokia,-35,2024-09-04 00-48-23,-12259,16,40763122877,-1045363656,OhvZKXps,40742223856
nokia,58,2024-09-04 00-49-36,28581,64,40796836354,-1824285893,mNVjJppz,40798073044
nokia,107,2024-09-04 00-47-27,-2173,117,40704898922,1520296595,rCwLWTOV,40721372226
nokia,-4,2024-09-04 00-46-48,497,-98,40721527273,-1735525065,VSxzqCoA,40747486163
nokia,89,2024-09-04 00-49-21,-7134,-64,40708344091,1122783962,PZELvoQI,40712041158
nokia,-6,2024-09-04 00-47-15,16819,105,40703922996,-1244685474,iIxCpUVO,40779517188
nokia,-42,2024-09-04 00-47-24,11053,8,40752449230,225408540,ucyvWljs,40737359997
nokia,37,2024-09-04 00-45-59,-5273,16,40745562351,1577916910,crQbQqOn,40704190120
nokia,29,2024-09-04 00-45-51,28018,43,40777442983,97506577,mFpkowEj,40724413824
nokia,-117,2024-09-04 00-47-53,23807,-74,40795354026,469729009,MZxlGzLA,40712571152
nokia,121,2024-09-04 00-46-59,-31230,19,40775233134,1940856131,nPPNmEoN,40766209007
nokia,-72,2024-09-04 00-47-11,12367,-49,40765543441,-227822021,BxqExdcE,40783986661
nokia,-15,2024-09-04 00-48-51,10363,111,40754012472,-73179136,apqHGzGO,40713952310
nokia,49,2024-09-04 00-49-37,-23485,19,40748875049,-1773938504,LtVtjLjc,40792113620
nokia,-23,2024-09-04 00-49-50,3396,26,40751688297,-953592116,ZMaIYHHj,40736281192
nokia,123,2024-09-04 00-47-29,8790,-51,40767943010,129283611,aSMOJDCb,40788905929
nokia,-113,2024-09-04 00-48-43,7877,-101,40764389462,237008076,tCQiObym,40779358159
nokia,45,2024-09-04 00-49-50,-13159,-95,40771460549,323521604,sbbBxVtB,40770945183
nokia,-117,2024-09-04 00-49-17,4967,58,40783533425,-1665189456,eUiwENDn,40775857192
nokia,70,2024-09-04 00-49-57,-12953,94,40776032502,-1395635092,kdAfNztw,40769555375
nokia,-44,2024-09-04 00-46-58,-30086,-99,40704627297,80266976,tpfAeXwW,40740098164
nokia,75,2024-09-04 00-48-46,-29240,-38,40729860380,-1773305588,qYonLaLA,40759936699
nokia,78,2024-09-04 00-45-06,14303,11,40755807276,1814351230,PReSbCJX,40734677005
nokia,-121,2024-09-04 00-45-19,3161,25,40705633332,-472730574,hoaxTMOu,40703895971
nokia,55,2024-09-04 00-45-30,-27534,-116,40781930729,356333067,JdsiLyxn,40776997523
nokia,-115,2024-09-04 00-45-46,-431,-120,40710824330,-1881689180,RSBTuANf,40784091214
nokia,53,2024-09-04 00-45-14,23624,70,40729679847,272192293,rXrgBBGi,40783611770
nokia,70,2024-09-04 00-48-40,19482,47,40725631560,1162743481,GyWLxuqs,40758091596
nokia,46,2024-09-04 00-46-18,13744,58,40723574008,951500802,pTBdGaYy,40747801390
nokia,-102,2024-09-04 00-47-15,958,-87,40741598243,1817740499,EndwdyWY,40774711259
nokia,56,2024-09-04 00-45-29,14330,73,40758963959,1722304962,qlErxyac,40708982256
nokia,-36,2024-09-04 00-47-26,-26038,48,40788915101,-1860876332,hzmliCxa,40765329727
nokia,-123,2024-09-04 00-46-58,30510,-123,40752547416,30106191,RTCZVWyS,40745003741
nokia,54,2024-09-04 00-47-03,7147,-122,40719942116,2097650185,HuRcdCRI,40799858978
nokia,-93,2024-09-04 00-48-45,-19280,-64,40774063696,-110097536,XsUlBVIJ,40754034977
nokia,-9,2024-09-04 00-46-08,-2372,-126,40792660738,923692686,GTKKNLLU,40746485105
nokia,45,2024-09-04 00-47-16,32688,-89,40793264953,1958545743,cJxPFmed,40792391663
nokia,-86,2024-09-04 00-49-21,1625,-108,40740030694,1376098562,xQgIrLNP,40702820196
nokia,56,2024-09-04 00-47-02,18949,-122,40738369281,819830277,qRNHOEHw,40751409786
nokia,127,2024-09-04 00-48-28,-12957,42,40777290324,364042213,cFrZnGrE,40773028499
nokia,-91,2024-09-04 00-48-00,-29389,101,40747908437,371280815,XqVrOZIh,40783911701
nokia,-111,2024-09-04 00-46-11,28151,62,40793935543,-611195283,BtfOKyok,40710019676
nokia,67,2024-09-04 00-48-31,28442,-126,40727286634,891029999,OdgJoADB,40728385180
nokia,40,2024-09-04 00-48-41,-20760,-105,40716890850,1708473923,tkyvbVAX,40717206141
nokia,-14,2024-09-04 00-47-37,-3268,-77,40776555468,733650584,yWqkUrvR,40727668349
