src,record_type,start_date,duration,record_length,ano,record_number,call_reference,bno
nokia,-60,2024-09-04 07-16-39,8261,-102,40714291199,-1992165541,AioaTJpH,40709283321
nokia,79,2024-09-04 07-17-20,12716,-37,40746702952,352418197,MdEiglUP,40755116357
nokia,77,2024-09-04 07-15-50,-31423,114,40717591879,-2027810322,bdTNuGUz,40755035328
nokia,-55,2024-09-04 07-19-52,-10658,-7,40754971740,-289410634,pkJQwiMZ,40787635438
nokia,-65,2024-09-04 07-17-19,24709,-45,40761269254,1059420881,oHISbPAL,40759237103
nokia,95,2024-09-04 07-15-35,-28335,-128,40712689997,1484596209,IJMoOhCh,40760847846
nokia,-96,2024-09-04 07-19-31,17635,-28,40703912990,1026957263,AHKVYgem,40703177100
nokia,104,2024-09-04 07-19-48,29066,85,40782119047,882286191,jBzUtXHs,40745759283
nokia,-29,2024-09-04 07-18-17,-683,-110,40791501095,546089104,zsTDaZET,40725359778
nokia,-32,2024-09-04 07-17-40,8418,-91,40779793700,-1485369693,ahLeaikD,40708597816
nokia,-29,2024-09-04 07-18-38,-31199,-54,40761947553,381905258,tHmqKuAe,40710062842
nokia,-16,2024-09-04 07-17-49,11840,9,40742761690,-852735651,xXCAMBkC,40746345404
nokia,118,2024-09-04 07-15-42,22164,92,40791549981,-644978882,NjyfiTrh,40708500629
nokia,-97,2024-09-04 07-17-15,-3694,77,40743161914,-306463666,hTRnVHpr,40750708615
nokia,22,2024-09-04 07-18-48,-15979,1,40726928770,-1044839708,qRqzGPJL,40781647592
nokia,-98,2024-09-04 07-16-14,12263,-24,40727703187,-1131562639,MOfIrXQa,40757923254
nokia,125,2024-09-04 07-15-47,31676,-109,40768949217,1982096090,ltfEngma,40790731275
nokia,76,2024-09-04 07-18-18,18105,-47,40718408829,-1889110932,tljltFHJ,40703984229
nokia,46,2024-09-04 07-15-59,-1574,-80,40743596949,1008666582,eyhtARxF,40793522709
nokia,9,2024-09-04 07-19-31,22493,114,40795647386,254851832,PVNKrJME,40794013705
nokia,46,2024-09-04 07-18-03,-7519,49,40787844631,-1400961081,BfODWPMv,40739412402
nokia,6,2024-09-04 07-19-21,-14637,-125,40752853293,-2111931218,EyFQoBgx,40710058168
nokia,27,2024-09-04 07-17-19,4230,118,40749692567,-351240086,QKZkLWAn,40744869035
nokia,105,2024-09-04 07-18-54,16171,97,40744503549,-578896125,IiKwdqDt,40723144357
nokia,100,2024-09-04 07-18-23,-31561,28,40797613530,-1045814639,ttTyUNLn,40772702989
nokia,113,2024-09-04 07-19-15,-26627,122,40782113446,-1203321736,grQEyVfd,40755976657
nokia,109,2024-09-04 07-19-13,9903,89,40720099741,-1893335444,RjTVJjvY,40724161086
nokia,-107,2024-09-04 07-18-44,16260,-43,40789347136,1251588320,JSnvSQyo,40730159128
nokia,62,2024-09-04 07-17-14,-29610,58,40739458721,-866892635,tQHzeUtb,40781705797
nokia,-30,2024-09-04 07-16-29,28428,-56,40785468103,-1238483388,sSZzOarF,40782562328
nokia,96,2024-09-04 07-16-07,-15338,74,40742552833,120936529,JAXAWrKv,40764282645
nokia,-19,2024-09-04 07-19-41,25368,102,40761109593,1648187825,wVtaeCQa,40756140343
nokia,-76,2024-09-04 07-15-43,8635,-44,40708792139,-1582559577,keoJvMbt,40763335303
nokia,-11,2024-09-04 07-19-14,-28430,-73,40798974512,-1540736345,eWWVpwdP,40743017039
nokia,82,2024-09-04 07-16-08,23843,26,40710086949,-731493171,IrKXjdwD,40765177283
nokia,-75,2024-09-04 07-18-04,20133,62,40710046590,-1391830958,sNTxuvAI,40763601643
nokia,36,2024-09-04 07-17-25,-19192,-89,40789593077,-1983787848,iNaCHKbx,40762246301
nokia,66,2024-09-04 07-17-22,11207,-78,40716155798,-762696053,BrWTuCst,40730280588
nokia,-57,2024-09-04 07-18-41,-22940,-122,40775363835,-109054392,rKzVzyrI,40724205942
nokia,-57,2024-09-04 07-16-27,10594,59,40760388569,1169769289,UUyJMamE,40751233860
nokia,-3,2024-09-04 07-19-41,7597,-123,40788034921,-1844029114,KotalgEE,40790989719
nokia,-99,2024-09-04 07-18-32,-26178,78,40770913159,1420839340,gsgQxDGx,40766161194
nokia,-108,2024-09-04 07-15-20,6671,8,40764889495,1076116761,dVhGcRpP,40785778168
nokia,-110,2024-09-04 07-17-12,-28573,14,40787987404,-1028654501,FvnQQINC,40753565284
nokia,79,2024-09-04 07-18-09,18566,30,40701722907,633568027,kLFDUrsc,40758166338
nokia,54,2024-09-04 07-15-07,21586,-47,40719742304,1354008145,wPClyaOr,40738256789
nokia,64,2024-09-04 07-16-17,27042,60,40779389898,1186715121,ZeKbWdNt,40793325969
nokia,59,2024-09-04 07-15-23,6600,-87,40747537014,-642951360,JnsvmqZY,40749625255
nokia,-53,2024-09-04 07-15-19,12956,106,40724268385,1369338937,XzMKmKAV,40736896273
nokia,9,2024-09-04 07-15-29,31515,-5,40765444391,-215414015,HWDTLdoy,40750955202
nokia,-116,2024-09-04 07-19-47,-28321,78,40797148413,-543430723,HvmfsHzY,40731676836
nokia,37,2024-09-04 07-17-29,-4790,-70,40781203733,-2073284481,RZyFscjb,40723494064
nokia,39,2024-09-04 07-17-37,7785,5,40762198184,2029750069,fxyPoJkX,40717930531
nokia,-127,2024-09-04 07-15-26,-21962,-24,40748632573,-1166731128,mNMQXdOH,40792589455
nokia,58,2024-09-04 07-18-54,-4545,34,40784834827,-1993517514,kmDAGWIe,40710786830
nokia,113,2024-09-04 07-19-32,-19248,-65,40764653973,-2033438859,zILtPsQO,40727471379
nokia,88,2024-09-04 07-15-17,-9912,60,40740821562,347147322,GbiDwfyE,40730072361
nokia,-66,2024-09-04 07-15-25,-12401,-34,40724908318,-790814548,zPDGnGtf,40772632241
nokia,122,2024-09-04 07-19-03,-22788,-59,40723757412,628659331,nRqtCqfq,40755944092
nokia,-97,2024-09-04 07-17-51,-12169,117,40722342974,-651011151,WpNpsaEG,40729277659
nokia,-97,2024-09-04 07-15-10,-17487,-112,40788773373,-821394135,yswLbbzO,40766532336
nokia,44,2024-09-04 07-15-01,-22852,-112,40756497795,65224093,MahodZGj,40797794727
nokia,-106,2024-09-04 07-15-38,-3148,-74,40793361479,321445720,dubEAoie,40789822237
nokia,-119,2024-09-04 07-16-13,-15787,-91,40759088787,-1690518575,KJXjrcGR,40790626534
nokia,-50,2024-09-04 07-17-31,13642,-26,40726576114,-1794986739,ZZSWqQeU,40762486392
nokia,-69,2024-09-04 07-17-24,22528,102,40737545410,1959409241,spurvybO,40765241698
nokia,-41,2024-09-04 07-17-03,9868,104,40741034387,1527367996,TSSHYPmN,40790213398
nokia,-116,2024-09-04 07-15-08,299,70,40799038669,940347150,NVannvDQ,40715024737
nokia,103,2024-09-04 07-16-54,29059,51,40759293575,-923857576,xXeEuKvi,40789759143
nokia,117,2024-09-04 07-19-21,2377,-96,40770017220,-2074443017,GyBWpYMO,40726415559
nokia,-71,2024-09-04 07-16-39,24472,-21,40716994193,-61004988,cYpXMEVE,40773660171
nokia,-29,2024-09-04 07-18-54,-6761,92,40785263216,174517411,GGebbWVp,40736229847
nokia,-34,2024-09-04 07-19-50,23111,68,40729375725,1869714601,ABHJCgXU,40762835161
nokia,-64,2024-09-04 07-19-00,25303,38,40764931499,-1054740729,pWyNVlse,40775211456
nokia,52,2024-09-04 07-16-12,-20618,106,40739004443,-52092821,zYrtdcFC,40795191193
nokia,-19,2024-09-04 07-18-44,-22118,-13,40786723409,-875541960,PqRHEwCP,40738731436
nokia,125,2024-09-04 07-15-14,-31319,-123,40744818743,1005009889,YXWvLbeH,40719426779
nokia,114,2024-09-04 07-15-28,23597,-39,40783094101,-1827200895,aypShWZj,40792698902
nokia,53,2024-09-04 07-18-13,19054,-86,40744195065,-1314378258,SXxgEPXX,40776093039
nokia,96,2024-09-04 07-16-09,27315,-118,40739064983,989561612,XrprpqjX,40739320137
nokia,100,2024-09-04 07-19-09,18625,9,40715808657,-1949195180,OhGjrbIq,40741162326
nokia,33,2024-09-04 07-16-34,15495,114,40764365469,-565786884,hlryCvSL,40780903286
nokia,-15,2024-09-04 07-19-50,17806,94,40799120033,-1176474069,lbteJshw,40734151540
nokia,-52,2024-09-04 07-19-20,11474,-47,40742978742,-72172672,mrSbdVja,40734546193
nokia,72,2024-09-04 07-16-55,-28426,103,40775605084,1498994417,lDsRTRzu,40717266168
nokia,12,2024-09-04 07-16-21,-11162,-8,40718230559,-653093907,dUGUxmti,40738785927
nokia,-127,2024-09-04 07-19-17,12403,-122,40766498982,1805495476,JVSEESlS,40750468134
nokia,-84,2024-09-04 07-18-56,25343,73,40752971888,-1653395456,upNufylh,40720666133
nokia,-65,2024-09-04 07-15-55,-7137,74,40732552335,-1114509122,wRoOPmoA,40704144595
nokia,-109,2024-09-04 07-17-01,-3709,68,40748516553,1196254690,KAjnFlkw,40752747538
nokia,-97,2024-09-04 07-19-09,-15936,102,40732867101,378903419,yrUEnIlC,40732558227
nokia,46,2024-09-04 07-17-11,-20027,-35,40720806166,-1533030766,iXuYKkgn,40779667630
nokia,-122,2024-09-04 07-15-47,17407,107,40758317477,-953723765,ZRltiRXI,40792209646
nokia,-17,2024-09-04 07-18-58,-31004,-13,40760539457,851603299,keMbCfmX,40716527669
nokia,-113,2024-09-04 07-16-41,28914,36,40728555801,1576252263,PAfDTtva,40741446003
nokia,-53,2024-09-04 07-15-26,-24368,86,40750923655,-1677644004,ZOvrVWUZ,40713908922
nokia,15,2024-09-04 07-17-19,13138,-75,40750531637,-912260419,JglPRrhe,40766980851
nokia,-38,2024-09-04 07-19-55,-11403,33,40701321923,1433244402,WgZKtJwN,40759624712
nokia,87,2024-09-04 07-19-57,-12853,88,40731566146,1502646497,KdQvtzVA,40713608635
nokia,4,2024-09-04 07-16-05,21712,103,40743507514,-1875015960,oiCwPDeH,40737864077
nokia,106,2024-09-04 07-15-55,26603,73,40766713006,-1004884054,YXylpFhg,40754889995
nokia,108,2024-09-04 07-16-17,-28690,-101,40726192514,-1255002625,SJYoiaMh,40714185829
nokia,96,2024-09-04 07-19-05,16858,-62,40733060522,406505424,gBXBtUjK,40744311430
nokia,-51,2024-09-04 07-16-16,23578,59,40702837573,1996050974,phoUyFNf,40742127752
nokia,-115,2024-09-04 07-18-14,-19738,-52,40727447958,-1588396031,XBBkaPRj,40741177477
nokia,3,2024-09-04 07-18-19,14243,-46,40717568114,542657128,YpkvkeSE,40734399479
nokia,79,2024-09-04 07-18-53,6890,-56,40796967264,590784340,aZPoUsyh,40702929396
nokia,72,2024-09-04 07-18-52,-1731,113,40785883924,-2017176960,PacClZwX,40786654117
nokia,-122,2024-09-04 07-16-43,32174,10,40740586243,905740730,WjOaoiwt,40778796788
nokia,-51,2024-09-04 07-19-29,-18698,-88,40790268643,-1641997352,GCytKifX,40722499466
nokia,31,2024-09-04 07-16-14,-4572,91,40720023667,-85578597,xcTLwIbg,40758874396
nokia,-33,2024-09-04 07-19-25,-232,123,40798773029,396302613,XXmvfxHS,40708156765
nokia,69,2024-09-04 07-19-03,-24874,-11,40706687233,825565695,pLUFhDDt,40702773325
nokia,-45,2024-09-04 07-15-35,3687,0,40712326405,-1347586767,nPENdJVa,40734887526
nokia,-82,2024-09-04 07-15-42,6527,36,40798018257,1822829998,RoWhFtWo,40703465546
