src,idapp,t1,ncu,start_date,ano,duration,bno
alcatel,IjqqwO,-113,-74,2024-09-04 05-09-36,40797780759,-9958,40749519958
alcatel,lnUX,-46,19,2024-09-04 05-08-37,40773107645,-7328,40704035324
alcatel,ksSvnY,97,77,2024-09-04 05-07-57,40787607430,-10578,40722810083
alcatel,xTFA,53,125,2024-09-04 05-05-29,40761748276,8676,40701952024
alcatel,qqEGS,-75,103,2024-09-04 05-09-14,40773441911,5295,40755263989
alcatel,gCA,22,-118,2024-09-04 05-09-15,40709585951,7485,40785948745
alcatel,idKwA,65,100,2024-09-04 05-06-23,40706147328,25273,40739498162
alcatel,kULsP,-90,-42,2024-09-04 05-06-13,40799951463,25327,40710323926
alcatel,ReQH,-72,57,2024-09-04 05-05-18,40753630267,-2313,40748549606
alcatel,dsiN,-87,-125,2024-09-04 05-09-35,40733355225,4746,40755231395
alcatel,qJExDF,-42,99,2024-09-04 05-06-28,40723722566,25645,40741626270
alcatel,AcQ,2,-48,2024-09-04 05-07-10,40788674394,-19386,40754514185
alcatel,AOkucd,-72,-49,2024-09-04 05-06-42,40751105221,26202,40762965093
alcatel,kbmqK,-36,118,2024-09-04 05-07-02,40745219540,1817,40750789844
alcatel,asomJi,-20,-14,2024-09-04 05-06-49,40779415294,-30612,40767696416
alcatel,zMQfv,37,46,2024-09-04 05-07-32,40749585071,20082,40758628109
alcatel,cKa,113,-5,2024-09-04 05-09-07,40772741262,-20978,40709340237
alcatel,UTzM,-88,-109,2024-09-04 05-08-23,40766183288,10655,40779168433
alcatel,mPCRNs,-80,-109,2024-09-04 05-09-19,40755055575,8436,40725058981
alcatel,CTwQLt,127,-58,2024-09-04 05-06-10,40766153271,31376,40709563630
alcatel,EaKdd,115,-11,2024-09-04 05-06-13,40793066422,1185,40711462692
alcatel,OFE,89,-51,2024-09-04 05-05-29,40763333790,-26467,40795548196
alcatel,fPuTFp,-81,31,2024-09-04 05-08-55,40725101098,-19493,40799963001
alcatel,XfYSQ,-32,109,2024-09-04 05-08-10,40789068919,-31397,40705307904
alcatel,vwvfa,-26,-52,2024-09-04 05-07-36,40761773600,-17188,40704641872
alcatel,ctb,75,36,2024-09-04 05-08-55,40721207810,26405,40714261815
alcatel,raaG,-122,1,2024-09-04 05-09-15,40780176550,13279,40700738078
alcatel,Jvd,-121,13,2024-09-04 05-10-00,40730027627,-7127,40722159080
alcatel,JYrkcO,66,-86,2024-09-04 05-07-26,40735700178,22506,40742000206
alcatel,MtkDsN,-105,-62,2024-09-04 05-09-11,40738152212,8340,40705873395
alcatel,Vqj,66,31,2024-09-04 05-09-11,40757662405,8856,40749890619
alcatel,CexP,-27,60,2024-09-04 05-09-15,40792167514,-745,40710804560
alcatel,XXnRIt,69,39,2024-09-04 05-09-44,40743123382,-21266,40758867267
alcatel,VwmJw,27,-29,2024-09-04 05-08-28,40774186100,-30715,40774207930
alcatel,uRU,97,-97,2024-09-04 05-09-30,40772877331,6686,40737659450
alcatel,ZheWO,-69,84,2024-09-04 05-06-29,40736072907,-30357,40754280528
alcatel,nVQ,113,102,2024-09-04 05-07-59,40789051576,-261,40761409613
alcatel,udW,83,-38,2024-09-04 05-08-25,40762257209,11297,40772739928
alcatel,htCSgO,-16,92,2024-09-04 05-06-37,40764509571,5230,40739398998
alcatel,UxXMK,8,74,2024-09-04 05-07-51,40752299858,-13713,40753181263
alcatel,DLb,-17,-38,2024-09-04 05-06-54,40746754133,17947,40794214703
alcatel,ZhKMaz,-48,18,2024-09-04 05-06-06,40718613154,-12461,40714859250
alcatel,VteZ,-15,-34,2024-09-04 05-08-07,40791334278,-7843,40796148365
alcatel,PTt,-98,106,2024-09-04 05-07-13,40777270811,-15388,40757994919
alcatel,fgSKV,-67,-103,2024-09-04 05-05-20,40757413193,-29963,40785913198
