src,record_type,start_date,duration,record_length,ano,record_number,call_reference,bno
nokia,90,2024-09-03 20-47-45,-19483,-86,40723311173,-1874259594,PAVoBJmi,40746013180
nokia,31,2024-09-03 20-48-01,-19233,42,40787463702,626037728,kTumXsNl,40789095392
nokia,-80,2024-09-03 20-47-48,-1695,-89,40739335773,-655833863,lqCOFeix,40711129567
nokia,-90,2024-09-03 20-49-21,-11223,-88,40702054202,730912831,cDCywciV,40791220164
nokia,-99,2024-09-03 20-45-31,28358,-50,40781211395,1320840740,BTxrpOJX,40741793239
nokia,-18,2024-09-03 20-46-33,-17200,11,40741982818,803785200,zAlKhExA,40711531184
nokia,4,2024-09-03 20-49-53,-7699,55,40747376377,-696172103,VTSDazlo,40770715409
nokia,-122,2024-09-03 20-48-37,24337,-105,40715636578,665215468,bnmRtofz,40764878532
nokia,-112,2024-09-03 20-46-07,23991,41,40773026668,138261362,CjcudlYd,40786225026
nokia,-52,2024-09-03 20-49-10,-12529,3,40738788843,133974944,LLXGCcdQ,40793261214
nokia,106,2024-09-03 20-47-20,-30491,58,40781398013,890725102,vfTbzZPG,40745244032
nokia,-26,2024-09-03 20-47-59,1404,-117,40773723065,-2089382035,PPkmkFex,40704031055
nokia,13,2024-09-03 20-45-59,3389,99,40748468874,-634750046,XDTgcbPZ,40733558801
nokia,-78,2024-09-03 20-47-26,-12566,-40,40770630229,-1016339653,rBqfaeUh,40716273121
nokia,-89,2024-09-03 20-47-50,-22369,-123,40745948955,1320426070,TTjgNHXI,40788459263
nokia,77,2024-09-03 20-46-57,15736,-31,40736927839,534395977,xHHlnxRG,40754219935
nokia,50,2024-09-03 20-45-12,119,-67,40793678350,28854031,ssRVENBs,40739904139
nokia,-20,2024-09-03 20-47-49,-565,42,40785738688,128482230,bYGWvMXN,40730815781
nokia,-20,2024-09-03 20-48-14,25407,-126,40769201671,-1994144798,ajvRhZhU,40713701304
nokia,51,2024-09-03 20-45-39,-15891,-69,40760485704,-1462988630,tYhNxcBW,40788379163
nokia,100,2024-09-03 20-48-11,21810,77,40737380620,-1859703073,bstDzQmD,40748987297
nokia,-12,2024-09-03 20-45-40,18737,-93,40720314968,-1015512977,bjRuvXKq,40707135259
nokia,-101,2024-09-03 20-48-00,-7523,9,40749911458,-2145296914,jczrshjy,40744791815
nokia,-72,2024-09-03 20-47-24,-21683,-90,40785400358,739171907,vwfZZBVO,40710662726
nokia,79,2024-09-03 20-45-59,-12219,-25,40775510805,759608793,SUaebGGT,40795287456
nokia,41,2024-09-03 20-49-04,-16115,23,40710271876,-1878352021,cpiiiCfo,40789415799
nokia,-125,2024-09-03 20-48-55,11486,87,40794682024,-586176117,NfFNLLbn,40797538608
nokia,14,2024-09-03 20-47-30,4356,70,40788406200,1183841927,ZFfAmwRI,40744697106
nokia,-101,2024-09-03 20-47-34,17710,-10,40732889477,-1357601042,wlcxnmGL,40778932876
nokia,-43,2024-09-03 20-47-07,-11702,-112,40705410607,-728139628,WMIbrMwx,40796772251
nokia,-87,2024-09-03 20-48-02,24173,71,40744286657,1143559204,CAQIfeay,40796468920
nokia,23,2024-09-03 20-49-34,-14142,118,40703816144,419561952,zgdhnDlW,40762382357
nokia,-7,2024-09-03 20-47-00,-11733,-65,40761421281,-867749165,UQgCfHFV,40723012051
nokia,-34,2024-09-03 20-45-28,-26552,-20,40757182548,-820973644,ozBhwpko,40714375921
nokia,53,2024-09-03 20-48-40,-12709,50,40722186207,-1804468440,xIDslrvz,40785348858
nokia,99,2024-09-03 20-46-23,21690,-22,40707134920,-355100118,JXkLHMYk,40717704850
nokia,96,2024-09-03 20-47-06,1876,121,40739936292,-1096345838,yYxgahQp,40798519306
nokia,89,2024-09-03 20-48-03,5518,29,40789718098,-493736014,nBCaEkfn,40780594092
nokia,-19,2024-09-03 20-46-20,25053,-33,40794872378,-195886789,llEWRHPK,40770323849
nokia,46,2024-09-03 20-47-50,-27763,-18,40770928098,-185263275,dMLvacYL,40755699483
nokia,98,2024-09-03 20-47-47,-11663,78,40705270901,-604787537,CJYtEZZW,40784342826
nokia,-101,2024-09-03 20-46-41,-7312,-59,40713554333,895730856,VIHyVItc,40793892801
nokia,7,2024-09-03 20-47-49,31218,69,40751671480,832642631,noGbsLny,40744984504
nokia,-91,2024-09-03 20-45-22,-20695,17,40732397531,-914485959,JsyHyXBl,40764807550
nokia,-84,2024-09-03 20-46-00,13646,-78,40735079245,1192446059,NwfJlsqR,40788793094
nokia,1,2024-09-03 20-48-14,24881,-106,40710318180,2082145309,SoVsuIIl,40755986122
nokia,-123,2024-09-03 20-47-49,19571,89,40779831641,-1561064248,wpibRCns,40798459180
nokia,-118,2024-09-03 20-46-29,9078,-117,40795022181,2017315723,ngjEjusc,40754839471
nokia,-118,2024-09-03 20-46-55,19287,-8,40763782022,1585189668,kyBDNgNJ,40775434685
nokia,124,2024-09-03 20-46-31,21556,-39,40743154450,2100870985,fxaQUaXC,40775993067
nokia,118,2024-09-03 20-45-51,22199,123,40792105534,914725210,YbRCFZnF,40799138001
nokia,25,2024-09-03 20-45-46,30850,-17,40762306968,-1656978377,tqWRRHIv,40789149721
nokia,-81,2024-09-03 20-49-04,-31031,66,40754768745,250969808,dygbEJYm,40728275301
nokia,-67,2024-09-03 20-46-43,22725,-117,40756079005,535444409,XKFroVIA,40724970327
nokia,2,2024-09-03 20-49-19,-4043,113,40702620210,-145287438,JTgmsZVw,40798519849
nokia,68,2024-09-03 20-47-42,-29797,20,40728313407,1688006912,GkJeGAYb,40761230054
nokia,41,2024-09-03 20-49-29,19605,18,40734047880,-1087514464,KYHIoPRS,40763093449
nokia,20,2024-09-03 20-49-00,-24447,-3,40721676741,-1819302807,YZlkYOKH,40780128792
nokia,62,2024-09-03 20-45-43,-8392,120,40730337569,429605626,isjArwDL,40775172582
nokia,19,2024-09-03 20-46-14,9940,-72,40719679181,2080024324,TuCLZGtv,40718545062
nokia,-104,2024-09-03 20-47-56,-15099,-74,40739571285,527772497,FfcHqjEc,40728225218
nokia,-119,2024-09-03 20-46-19,710,-34,40748803983,1202922518,WmDHMDNB,40726591544
nokia,-126,2024-09-03 20-48-47,13824,-28,40756191963,-39690491,yeKqsMyS,40753173946
nokia,68,2024-09-03 20-47-34,13929,-69,40789835148,-940974565,UhaXiEob,40773493524
nokia,-99,2024-09-03 20-48-22,7829,-7,40728358482,-1945417009,VKkQzfNS,40739105453
nokia,-83,2024-09-03 20-46-25,-21666,4,40702267218,446847432,gCePNYMh,40785487120
nokia,112,2024-09-03 20-45-02,30343,-124,40722061921,-2057729624,WFhQulBm,40754098964
nokia,49,2024-09-03 20-49-32,28124,25,40786381977,-1045815262,AXLqWyMW,40779649908
nokia,-58,2024-09-03 20-47-30,-5685,64,40727343072,1257167092,tMYJhcxe,40740832275
nokia,-9,2024-09-03 20-48-54,625,38,40763630049,-1655435832,BeBqkUuj,40747517620
nokia,68,2024-09-03 20-45-24,18497,-123,40758998275,-903601233,gLRPJiuN,40767805318
nokia,117,2024-09-03 20-49-27,30243,71,40740446453,-1293234964,NfyKkQjs,40756601827
nokia,-110,2024-09-03 20-49-34,-27580,111,40771656200,-375224386,vxCEDfRm,40764884897
nokia,-2,2024-09-03 20-49-06,22253,84,40722917530,-591055099,LoCILnyi,40778589849
nokia,5,2024-09-03 20-49-49,-11413,13,40728494601,-766053043,jNblqCzs,40738934173
nokia,-60,2024-09-03 20-49-33,7807,-120,40798291115,-1551554721,KZRyxGhL,40749874414
nokia,10,2024-09-03 20-45-52,20088,-19,40735532163,-1587208153,nALliGQm,40751651750
nokia,7,2024-09-03 20-46-35,-28159,-36,40754419885,1273903741,MJbANFWm,40783585565
nokia,-78,2024-09-03 20-47-18,12437,-51,40706475844,1324655210,fNmUqonl,40736513868
nokia,-51,2024-09-03 20-49-59,-2485,127,40784566778,-1008680008,gRyurkoX,40704059521
nokia,85,2024-09-03 20-48-57,6973,-83,40790676943,-1211857371,lHwnMWzQ,40784579920
nokia,-44,2024-09-03 20-49-15,-30451,114,40792142645,1331476767,fROUPIsU,40733159119
nokia,68,2024-09-03 20-48-07,30394,-102,40781340323,-2071499667,EYezeqLY,40713392468
