src,idapp,t1,ncu,start_date,ano,duration,bno
alcatel,sUIEZg,34,-105,2024-09-03 21-36-24,40752945193,29888,40739264085
alcatel,ZassO,-68,-24,2024-09-03 21-35-18,40766662221,6822,40722953990
alcatel,EtFBzX,-65,58,2024-09-03 21-39-33,40712472815,-104,40726828060
alcatel,dyD,112,37,2024-09-03 21-38-52,40776123856,1589,40795648381
alcatel,eNX,33,-52,2024-09-03 21-36-11,40791715283,7153,40732771413
alcatel,Otj,118,110,2024-09-03 21-39-34,40748073702,-15190,40752339676
alcatel,tfKnLX,-23,-93,2024-09-03 21-39-36,40703086079,30859,40735442735
alcatel,CBiCtN,25,-62,2024-09-03 21-39-51,40763981089,-1183,40798984633
alcatel,PNfZDx,-23,75,2024-09-03 21-36-45,40700338132,-23288,40743393178
alcatel,pBXivJ,115,85,2024-09-03 21-38-54,40798570121,-21994,40793344542
alcatel,RfQ,103,22,2024-09-03 21-39-48,40790860401,-25276,40743205166
alcatel,gAt,-89,-92,2024-09-03 21-36-24,40718152218,2170,40722987974
alcatel,MNDuv,56,-30,2024-09-03 21-35-07,40786731059,21844,40763728707
alcatel,vJoa,-79,86,2024-09-03 21-37-40,40749923158,19452,40749753396
alcatel,TcQ,115,-116,2024-09-03 21-37-31,40735619368,-1798,40798556172
alcatel,kloq,-57,73,2024-09-03 21-39-27,40701991059,-17661,40772522901
alcatel,hjtky,-21,9,2024-09-03 21-38-16,40749810596,-5542,40764854328
alcatel,ptLZ,89,-61,2024-09-03 21-36-05,40733054732,29979,40765109339
alcatel,eBgp,3,43,2024-09-03 21-36-49,40736189692,-27479,40746610982
alcatel,Jgds,35,34,2024-09-03 21-35-01,40713857914,-20502,40797171448
alcatel,wFPuHM,105,123,2024-09-03 21-37-36,40703707951,17509,40761041690
alcatel,Tmx,56,-126,2024-09-03 21-38-10,40725187405,11264,40737794341
alcatel,OGgxqk,29,-99,2024-09-03 21-37-50,40780955817,-27327,40761974879
alcatel,NoeAd,-45,-6,2024-09-03 21-36-20,40771213942,-1212,40767587960
alcatel,kDlQ,-126,53,2024-09-03 21-39-18,40713938661,-10431,40742301913
alcatel,GxVy,57,-28,2024-09-03 21-35-33,40708656528,14398,40715001339
alcatel,ydDm,42,-81,2024-09-03 21-37-18,40733417133,-22774,40742131289
alcatel,fGK,54,-99,2024-09-03 21-35-01,40729671976,9355,40795616908
alcatel,vtKkx,47,-115,2024-09-03 21-38-29,40736535138,-19580,40783778337
alcatel,eMhX,-69,106,2024-09-03 21-37-14,40793800402,27837,40751686973
alcatel,udAXh,-4,-20,2024-09-03 21-35-05,40740933100,12573,40708114499
alcatel,rHvQ,-125,-113,2024-09-03 21-35-56,40706572420,25250,40733558219
alcatel,KiI,-90,63,2024-09-03 21-35-02,40738179672,2416,40791195175
alcatel,mHvHvS,-84,-3,2024-09-03 21-35-52,40787855365,-8969,40732915960
alcatel,NCqR,88,-113,2024-09-03 21-37-19,40751056548,28239,40711362237
alcatel,oEFP,-68,122,2024-09-03 21-37-44,40760942579,1849,40746705172
alcatel,hgKb,47,-92,2024-09-03 21-39-27,40785682773,-9568,40721746290
alcatel,rfQml,-78,-17,2024-09-03 21-37-23,40731293801,-4010,40796849500
alcatel,KdZn,-112,8,2024-09-03 21-35-37,40731869204,-4786,40756109633
alcatel,yMAxIE,54,61,2024-09-03 21-37-46,40780482726,-258,40752040023
alcatel,tbg,-19,33,2024-09-03 21-37-42,40709804655,-14292,40726189244
alcatel,Nnbcz,84,-9,2024-09-03 21-38-57,40775452862,-685,40762052581
alcatel,HUqgSB,60,-24,2024-09-03 21-36-48,40788756935,-24977,40700829802
alcatel,NwLcl,-92,-29,2024-09-03 21-38-14,40703684947,29086,40761581290
alcatel,rydXOU,78,5,2024-09-03 21-38-12,40766207255,-5011,40731278263
alcatel,DCbO,-18,67,2024-09-03 21-37-50,40760209145,-8706,40755913363
alcatel,yJAFLA,-4,-9,2024-09-03 21-36-40,40713167808,29160,40763156700
alcatel,uVm,84,-14,2024-09-03 21-38-16,40739526809,29819,40717293745
alcatel,Hty,62,-119,2024-09-03 21-36-19,40791435887,-28749,40759526289
alcatel,YhEKZ,62,64,2024-09-03 21-39-10,40731541927,15309,40793948972
alcatel,sSjF,117,103,2024-09-03 21-37-27,40763479995,-9587,40739464929
alcatel,xPFeL,98,-5,2024-09-03 21-38-23,40736082975,14429,40724163315
alcatel,IyPe,-81,-42,2024-09-03 21-35-10,40784558697,24336,40711635809
alcatel,GyZG,-13,-93,2024-09-03 21-38-04,40715368958,-9769,40744410865
alcatel,QRKQl,23,-59,2024-09-03 21-36-55,40731983736,-1515,40769929114
alcatel,GKXYCz,12,-102,2024-09-03 21-35-20,40747630375,-10603,40727999632
alcatel,yXyxm,27,-122,2024-09-03 21-39-01,40758793073,-1811,40731291970
alcatel,zZs,89,-57,2024-09-03 21-35-20,40757535346,25768,40725364433
alcatel,HVJy,4,-98,2024-09-03 21-38-45,40727884411,-5318,40796316653
alcatel,qfg,47,49,2024-09-03 21-36-24,40764315803,-4572,40788069500
alcatel,HZNh,16,-33,2024-09-03 21-38-08,40738047899,-8524,40704057638
alcatel,Pss,122,-108,2024-09-03 21-36-56,40781097080,16046,40736748148
alcatel,kMd,-61,-97,2024-09-03 21-35-01,40716203010,19604,40786347943
alcatel,qkrq,-118,-27,2024-09-03 21-38-09,40735350324,-12642,40781885920
alcatel,PZUN,-6,80,2024-09-03 21-35-33,40741424276,-27904,40796714839
alcatel,oUV,-43,77,2024-09-03 21-37-08,40723246203,-20004,40714093143
alcatel,aHfjF,27,-1,2024-09-03 21-37-33,40775868264,-25266,40736348517
alcatel,pDZOkj,-28,44,2024-09-03 21-39-37,40754956119,1106,40762327513
alcatel,JuTaF,53,41,2024-09-03 21-36-40,40704707680,-4235,40742283842
alcatel,yYtr,-13,-121,2024-09-03 21-38-09,40798570483,25572,40712748502
alcatel,MirT,8,114,2024-09-03 21-39-03,40797439935,-1758,40700352456
alcatel,ySLcC,58,55,2024-09-03 21-35-29,40733855799,9647,40751006357
alcatel,RgGrl,61,114,2024-09-03 21-38-38,40761746494,20192,40731941120
alcatel,Cii,-124,-40,2024-09-03 21-38-50,40749169134,-17278,40797700903
alcatel,KXY,-53,-60,2024-09-03 21-35-26,40795199626,-30848,40761712567
alcatel,nGvk,-1,-20,2024-09-03 21-38-45,40795422467,9441,40727547701
alcatel,tmjYG,-33,-15,2024-09-03 21-39-30,40742003137,-28822,40768552697
alcatel,fNKi,29,-105,2024-09-03 21-38-01,40719332013,-2196,40707190926
alcatel,hRPF,-89,39,2024-09-03 21-39-46,40743139491,14870,40779682581
