src,record_type,start_date,duration,record_length,ano,record_number,call_reference,bno
nokia,85,2024-09-03 17-35-02,877,-112,40782235257,501720469,qJumSwdP,40788161116
nokia,-20,2024-09-03 17-37-08,11430,122,40725838311,11656622,hikDDlsK,40725089907
nokia,-127,2024-09-03 17-38-34,-8408,99,40710396631,-2090739545,IxJsDDzQ,40785783672
nokia,-17,2024-09-03 17-38-17,696,115,40770496641,1816353792,csPWpqcB,40705817204
nokia,8,2024-09-03 17-35-56,26736,-16,40739695826,1644516551,KLmKRBJs,40745094129
nokia,122,2024-09-03 17-39-01,-27560,85,40725985343,-11949136,PPTquHpF,40788193610
nokia,114,2024-09-03 17-35-26,23853,20,40797388867,-1053698790,iceBkSJx,40750391008
nokia,2,2024-09-03 17-35-47,-22256,107,40736394572,-1096018772,AAVQQUvL,40794532185
nokia,-64,2024-09-03 17-36-26,23051,-112,40707130690,766839046,TdgCnMOx,40729401420
nokia,62,2024-09-03 17-38-53,-29302,77,40783924097,1877287003,jHrRwUeX,40742249917
nokia,-72,2024-09-03 17-35-16,29744,-51,40781660208,1119754744,menZCGfU,40765652351
nokia,13,2024-09-03 17-36-49,10046,-77,40795716464,1360385960,QPnkaVKM,40795942166
nokia,-97,2024-09-03 17-38-29,-24062,112,40786704008,-906688949,amrRfEQh,40784177935
nokia,67,2024-09-03 17-39-23,17440,-125,40710566804,-1581703122,WYZSGHyG,40780189483
nokia,13,2024-09-03 17-35-19,-18724,-62,40728727747,-933381799,KHiAWJdg,40705189655
nokia,106,2024-09-03 17-35-02,2052,-100,40741781855,562547021,PXJOIuPv,40766848046
nokia,66,2024-09-03 17-35-55,-12197,27,40760188670,1308638101,NAcoAFpe,40780220119
nokia,94,2024-09-03 17-38-14,12992,111,40796037510,-1824487976,gYLXWNYS,40778683760
nokia,111,2024-09-03 17-39-56,12953,-25,40787886488,-1440108418,OlGJDiYn,40727675877
nokia,109,2024-09-03 17-37-20,25831,-8,40711927010,-1388960143,jrwIahPT,40737612072
nokia,-125,2024-09-03 17-38-40,-32726,0,40789530355,-618676217,FOuKaDcI,40716412903
nokia,33,2024-09-03 17-37-35,-12816,-124,40755979374,1889097148,pflhJBio,40710766451
nokia,126,2024-09-03 17-38-55,8232,122,40754725001,1596209400,iBgDgPpK,40730106560
nokia,-8,2024-09-03 17-36-49,-16702,-22,40746178585,1360422467,dLFHoXFU,40787530158
nokia,64,2024-09-03 17-35-03,-2175,107,40779205597,-1921877110,rsXrzDpS,40753863336
nokia,10,2024-09-03 17-35-23,-27481,-94,40759790877,-582141255,kfKZMrlX,40766655763
nokia,88,2024-09-03 17-38-43,-31748,112,40767370552,913238505,pQSavNTS,40704054502
nokia,-77,2024-09-03 17-39-51,5441,-73,40798524372,-543335862,kIdhiTBm,40774026701
nokia,-40,2024-09-03 17-35-56,29806,35,40778389243,-416267123,QmtiGFRu,40719330376
nokia,121,2024-09-03 17-37-09,23776,32,40782931092,-304078608,WtIIKgmf,40702268419
nokia,-91,2024-09-03 17-35-38,-9079,21,40702736307,-987230607,BzdUGFLD,40741696163
nokia,-51,2024-09-03 17-38-10,7338,89,40708839550,1066725717,cgIOahuk,40769120167
nokia,-24,2024-09-03 17-37-39,-24166,65,40747836026,-501356602,LJNHUbgt,40778332958
nokia,-47,2024-09-03 17-38-04,10433,-17,40720978577,930784454,tTxvrmyi,40763862301
nokia,-113,2024-09-03 17-37-16,32188,-118,40752352754,-1772097077,uiioUaTO,40794163798
nokia,-109,2024-09-03 17-37-05,-19278,-34,40792865700,1377582736,CfSFvReo,40790357726
nokia,61,2024-09-03 17-38-41,29844,-95,40700417326,1018156786,KnNIqkmT,40733273976
nokia,119,2024-09-03 17-37-56,21403,-122,40757578886,1605905514,LQuqSIRE,40771321284
