src,record_type,start_date,duration,record_length,ano,record_number,call_reference,bno
nokia,-43,2024-09-04 04-14-26,23611,77,40782947495,-1585630451,uUbTCSMv,40779225006
nokia,-15,2024-09-04 04-10-03,-2566,47,40770293286,1931327685,KwKUcdjO,40719118375
nokia,28,2024-09-04 04-11-23,18503,-14,40762523253,1426710332,uSOCveqh,40770355246
nokia,6,2024-09-04 04-10-09,5309,62,40731312778,-663007529,eyMpwfXB,40766716847
nokia,33,2024-09-04 04-10-03,11093,86,40760916297,1305970733,TkHDtNiG,40757185478
nokia,-82,2024-09-04 04-13-47,795,-122,40749598981,311317043,vyoMzlAa,40744104815
nokia,111,2024-09-04 04-14-59,-326,122,40703496173,145226715,owjUrkcT,40733011983
nokia,81,2024-09-04 04-13-08,12699,-70,40771391785,573175481,zLrzKQMk,40743323580
nokia,25,2024-09-04 04-11-19,20336,62,40734000179,1863839499,empdVbUf,40768542394
nokia,-100,2024-09-04 04-11-33,-25482,-65,40792166876,1132292012,owYefsla,40766219877
nokia,-12,2024-09-04 04-12-16,-22454,-113,40727756311,1434585287,veFqBXnM,40715693446
nokia,-81,2024-09-04 04-14-03,16951,-115,40775488384,-550728604,cJzNthbV,40755271443
nokia,46,2024-09-04 04-13-14,25842,-89,40784327994,879789866,YQzNJywB,40781348177
nokia,-38,2024-09-04 04-14-17,-19844,-45,40709602630,-1051883203,JloVVMfe,40762867920
nokia,21,2024-09-04 04-12-39,-32435,-45,40796208491,208197744,wkFVXJmf,40723062362
nokia,111,2024-09-04 04-10-22,-2670,-119,40779246115,1118472968,PMxaosLS,40795876606
nokia,16,2024-09-04 04-12-50,305,-128,40733531459,-1059702752,huWQRDRG,40715752560
nokia,-119,2024-09-04 04-10-09,-15074,-50,40736229197,642104978,yuVSaKyc,40742069219
nokia,-94,2024-09-04 04-14-36,15260,90,40770011075,985507547,CKaMvETc,40734370339
nokia,79,2024-09-04 04-13-17,-22037,97,40733744505,1125707532,dqNRLNpr,40783138870
nokia,26,2024-09-04 04-10-05,-6508,-15,40796949630,1281849096,rIqAFpaQ,40795271503
nokia,118,2024-09-04 04-13-19,29561,-126,40744528941,-1110827656,GOMWUtBh,40710826068
nokia,-44,2024-09-04 04-12-11,-20078,-119,40732071855,80549115,kqDzVbrq,40703842302
nokia,-24,2024-09-04 04-11-34,20367,59,40789952712,2033181373,KVivBbTv,40765287973
nokia,47,2024-09-04 04-10-36,-20545,73,40718939900,-193991641,nPnHMXns,40773364965
nokia,-68,2024-09-04 04-10-49,-30158,-56,40773725428,422398800,qHmReXro,40727749410
nokia,-48,2024-09-04 04-11-36,-14550,1,40728184774,-746389516,oFPNPofJ,40771576353
nokia,-4,2024-09-04 04-13-57,-13650,-107,40717020799,681194309,hDfBccTs,40758560336
nokia,-61,2024-09-04 04-11-57,19737,-85,40728370837,-1814450927,eVnPtCgN,40768929441
nokia,87,2024-09-04 04-12-19,-17456,-123,40767460612,-761593452,imIlOYLY,40749738474
nokia,-74,2024-09-04 04-14-12,-2563,-11,40755081893,262120482,ZHFIatjy,40748306825
nokia,-75,2024-09-04 04-13-43,-12632,0,40765528676,1902870271,PIqtKUFP,40761481551
nokia,-67,2024-09-04 04-13-25,-31852,9,40729684685,-1961199526,xDFlpdHx,40780788420
nokia,-71,2024-09-04 04-12-11,13847,-125,40716483282,-1573882598,YDMOluyq,40774253249
nokia,-19,2024-09-04 04-10-09,23606,77,40778406469,1117613789,wLTyhYMm,40724191736
nokia,50,2024-09-04 04-12-31,-18150,58,40796958332,383497182,EKRTEfbe,40791058388
nokia,-61,2024-09-04 04-14-55,19360,75,40783764085,601472633,vRbhFSzU,40776040176
nokia,-126,2024-09-04 04-10-23,8299,-53,40747971976,547960138,VtsgAXwm,40744227098
nokia,38,2024-09-04 04-11-22,3503,-41,40700304079,-1970852915,UFkunSNl,40771538979
nokia,108,2024-09-04 04-10-05,-3471,93,40791173111,393882253,KFKYRHgi,40700350805
nokia,-98,2024-09-04 04-12-38,-15073,-1,40723120482,-274578648,UfOHUxmn,40778019080
nokia,-124,2024-09-04 04-12-57,-31080,93,40728472743,1768679484,JgDGkujF,40725126312
