src,idapp,t1,ncu,start_date,ano,duration,bno
alcatel,ykA,-20,-125,2024-09-03 22-58-20,40744658256,15000,40797044792
alcatel,FWRxH,82,-24,2024-09-03 22-56-35,40789682211,10033,40732685952
alcatel,Cirr,16,-76,2024-09-03 22-57-56,40740883898,-1742,40794854224
alcatel,uCOhr,72,-123,2024-09-03 22-56-43,40774582313,-1307,40744446183
alcatel,rWTgT,21,-101,2024-09-03 22-55-34,40748617602,-27024,40785740130
alcatel,PERX,-61,25,2024-09-03 22-59-39,40721149955,27014,40720891455
alcatel,xhlAG,1,-115,2024-09-03 22-55-03,40785917824,-24542,40725581896
alcatel,PCa,117,27,2024-09-03 22-57-59,40776922648,22024,40706478989
alcatel,UiHSuy,-29,19,2024-09-03 22-58-02,40710593038,31103,40716165630
alcatel,yaJ,-70,-59,2024-09-03 22-57-13,40739071874,-17879,40761778870
alcatel,ZmXL,-25,-77,2024-09-03 22-57-34,40701598876,31766,40745522558
alcatel,TbFsD,42,-20,2024-09-03 22-56-02,40703048287,26027,40766150421
alcatel,BTta,124,51,2024-09-03 22-55-11,40774125227,1949,40732218563
alcatel,oRpA,-116,-11,2024-09-03 22-59-31,40707905530,-25803,40797528575
alcatel,dkNm,13,125,2024-09-03 22-55-48,40773724258,11814,40768491004
alcatel,pJUV,40,71,2024-09-03 22-59-41,40788535797,-11898,40728984753
alcatel,mxA,-86,-88,2024-09-03 22-56-33,40700516001,-27680,40782350725
alcatel,FABpN,-30,36,2024-09-03 22-58-01,40764772433,-9165,40777711818
alcatel,NKP,-92,122,2024-09-03 22-57-34,40780939487,27308,40774423516
alcatel,wMf,-46,116,2024-09-03 22-59-00,40799628551,-8209,40762775438
alcatel,Fhbi,-75,-19,2024-09-03 22-57-41,40765824647,6842,40777371125
alcatel,tJkSR,46,124,2024-09-03 22-59-18,40779542254,-15171,40787748506
alcatel,yXlcX,-83,-75,2024-09-03 22-58-59,40779597985,-7662,40743356599
