src,idapp,t1,ncu,start_date,ano,duration,bno
alcatel,RZhsXB,75,-84,2024-09-04 04-24-10,40732014964,-1777,40749044121
alcatel,ozMf,114,67,2024-09-04 04-21-10,40708309717,-27546,40739975671
alcatel,fHfqzX,36,48,2024-09-04 04-24-03,40746467128,24062,40767338751
alcatel,Dmml,93,-121,2024-09-04 04-21-47,40742158423,14580,40795029899
alcatel,mFiHXG,-72,81,2024-09-04 04-20-48,40799369085,15496,40703128108
alcatel,XDVlB,103,113,2024-09-04 04-23-06,40705981182,11280,40741238428
alcatel,NxV,-46,76,2024-09-04 04-21-43,40765344442,-6275,40798973162
alcatel,uLgUX,-39,-105,2024-09-04 04-21-58,40737730217,16311,40720759527
alcatel,Vmq,105,-37,2024-09-04 04-20-39,40764297804,31976,40777859724
alcatel,ZtHmHX,22,34,2024-09-04 04-23-22,40793727065,9628,40771055747
alcatel,vaj,107,-44,2024-09-04 04-23-23,40786189411,24595,40746301556
alcatel,SUs,-70,46,2024-09-04 04-23-56,40702346803,11722,40715767043
alcatel,IRd,94,66,2024-09-04 04-21-19,40754622051,20591,40788427349
alcatel,VxY,37,-105,2024-09-04 04-22-44,40731660752,29492,40707662727
alcatel,xWV,41,43,2024-09-04 04-20-46,40709108868,-10020,40753836785
alcatel,DQzr,-26,-7,2024-09-04 04-21-59,40747238340,31678,40707384191
alcatel,ufs,-107,7,2024-09-04 04-21-44,40753722307,-14171,40785006564
alcatel,vVHAMI,121,77,2024-09-04 04-25-00,40749876650,-8119,40750982589
alcatel,wdDJid,65,-100,2024-09-04 04-22-32,40794334733,-24045,40783182800
alcatel,AEy,-99,-44,2024-09-04 04-20-25,40791639405,-8958,40726105603
alcatel,vNMHQZ,-26,127,2024-09-04 04-20-02,40757557154,-11381,40706557813
alcatel,egCuTg,124,-46,2024-09-04 04-24-04,40731322611,-23109,40709789921
alcatel,QNSWCF,114,56,2024-09-04 04-23-42,40760943928,-24600,40702889829
alcatel,NAr,-57,-36,2024-09-04 04-23-35,40759502165,16269,40761323225
alcatel,ygRAD,-111,-112,2024-09-04 04-20-34,40764857751,7804,40710206298
alcatel,QSi,51,-85,2024-09-04 04-22-15,40739413056,-3795,40762418517
alcatel,dEYEk,111,-54,2024-09-04 04-20-32,40759195947,27994,40752864442
alcatel,Rlrvvg,-58,-54,2024-09-04 04-22-40,40758390476,-17279,40775977297
alcatel,hkO,-50,-92,2024-09-04 04-22-54,40737526672,-28478,40734470929
alcatel,WqrOtT,87,-59,2024-09-04 04-23-42,40700488456,-3317,40767562733
alcatel,JPTk,86,74,2024-09-04 04-21-18,40778028672,-2707,40721225414
alcatel,OGleSF,66,-110,2024-09-04 04-23-14,40780707113,2636,40785924932
alcatel,aIXnnp,-50,-48,2024-09-04 04-21-56,40717690118,-4323,40782930901
alcatel,VASK,95,108,2024-09-04 04-23-30,40753123917,-27294,40709369467
alcatel,srXx,0,37,2024-09-04 04-21-58,40711316521,-2501,40777102393
alcatel,NyFXlw,-112,-6,2024-09-04 04-22-06,40725247193,-32160,40767599570
alcatel,cKXLpv,53,56,2024-09-04 04-21-46,40729953502,-2583,40786892611
alcatel,Hvg,41,-4,2024-09-04 04-21-45,40770385782,27358,40754008773
alcatel,RRxf,-105,-123,2024-09-04 04-22-06,40766514430,-16921,40798659793
alcatel,xfqV,-123,-80,2024-09-04 04-23-03,40718894198,8905,40765023719
alcatel,CLwL,-116,-96,2024-09-04 04-22-59,40790300449,6605,40799782672
alcatel,HyG,50,33,2024-09-04 04-24-37,40714608015,27607,40741715258
alcatel,fKrT,56,-71,2024-09-04 04-23-29,40779497512,-30224,40737728876
alcatel,ZIpR,75,-27,2024-09-04 04-23-38,40708642654,3765,40773978221
alcatel,syEoGJ,42,65,2024-09-04 04-21-05,40759102474,7547,40791560561
alcatel,JonLjN,-84,-30,2024-09-04 04-20-17,40731512536,10745,40736391167
alcatel,nhma,-71,92,2024-09-04 04-23-50,40757651919,7832,40740437499
alcatel,ZeDYxo,-123,-28,2024-09-04 04-23-20,40725761775,18365,40772716547
alcatel,rNh,-122,-24,2024-09-04 04-21-38,40700895744,-26263,40705970659
alcatel,FxpUZ,40,-61,2024-09-04 04-21-02,40720757557,29607,40735433214
alcatel,WNwKZE,101,35,2024-09-04 04-24-23,40770134650,-2352,40775261508
