src,record_type,start_date,duration,record_length,ano,record_number,call_reference,bno
nokia,-24,2024-09-04 01-59-57,1353,68,40786149223,-224531505,adVHoooh,40744127972
nokia,-107,2024-09-04 01-58-54,-1575,-46,40770348252,888323301,iFyilyHW,40740590321
nokia,-81,2024-09-04 01-56-12,-9223,-123,40758857107,-1800332799,mLgVEZEG,40739959993
nokia,-60,2024-09-04 01-59-35,17348,93,40712259864,-1042074384,FxufjmRo,40759181881
nokia,-81,2024-09-04 01-56-08,-4759,-6,40791666318,-1461698708,PttqRlqe,40709402586
nokia,115,2024-09-04 01-58-02,-1841,-96,40775908021,-1431307386,kClYrJzM,40707723580
nokia,-73,2024-09-04 01-56-04,-13894,-11,40780559504,-1938026012,YvdIbaML,40757046822
nokia,48,2024-09-04 01-59-16,23150,-19,40754030098,-1533164377,MjyIQpxc,40751090723
nokia,43,2024-09-04 01-55-04,30241,-98,40755558644,-788080315,sHEAKyRH,40749613158
nokia,-41,2024-09-04 01-55-08,10001,40,40736907400,-512080648,HUmarlhX,40754730897
nokia,-88,2024-09-04 01-56-16,-9985,-35,40710534273,-1435288423,yxuwVmzs,40721974967
nokia,87,2024-09-04 01-57-58,-1390,-74,40784866530,454688438,YyEgwfnK,40731260426
nokia,-53,2024-09-04 01-57-07,-10875,-67,40714191830,155615970,MMtUddOu,40722731966
nokia,1,2024-09-04 01-56-31,9213,-104,40706878400,780996298,enKquvLm,40702249173
nokia,-48,2024-09-04 01-55-28,-5925,-11,40712859534,746807235,vPtFvpaq,40759680388
nokia,59,2024-09-04 01-58-03,18175,12,40796732367,-315936156,QNqNReph,40797599316
nokia,26,2024-09-04 01-59-12,16121,52,40714587691,-49166273,TmbcgeEz,40783569569
nokia,-8,2024-09-04 01-56-25,-12124,-90,40770324349,332465212,TvfKAtgh,40717326000
nokia,63,2024-09-04 01-58-34,14352,-78,40730532369,-1200148352,WIsFpvLJ,40758480311
nokia,23,2024-09-04 01-56-02,13987,-108,40725321917,1368045665,GgIoAORg,40722272146
nokia,-126,2024-09-04 01-58-49,8288,66,40747358791,-558038953,mKoWRMvG,40797875227
nokia,109,2024-09-04 01-55-33,17510,-111,40703896439,969168197,QJjSxjjz,40783412051
nokia,65,2024-09-04 01-59-15,-6316,114,40708379967,527947867,Aioidjjt,40775864322
nokia,-79,2024-09-04 01-58-31,28054,-62,40756291437,-2117764138,tsfVxYMi,40786416445
nokia,-78,2024-09-04 01-59-04,3744,-6,40753295151,2110759778,zGUszDLW,40791021705
nokia,-17,2024-09-04 01-58-59,23515,-80,40760452750,-624319635,qlPdEVAF,40702651011
nokia,11,2024-09-04 01-59-10,-23347,109,40725116413,-1907099156,rBjLlanQ,40796185795
nokia,77,2024-09-04 01-58-24,13596,20,40701043755,1700726236,Wtafaert,40750880389
nokia,-90,2024-09-04 01-56-50,-12267,-60,40783389002,2107131768,mbcxlzPs,40789811008
nokia,51,2024-09-04 01-56-38,-21871,-99,40736668818,1280517877,CsiLOncP,40710757379
nokia,119,2024-09-04 01-59-46,-7441,-25,40711498957,1383887930,JlhGwTLs,40790081434
nokia,112,2024-09-04 01-58-18,-25168,99,40705712689,521883629,NbQchbwh,40768085092
nokia,-122,2024-09-04 01-56-11,-17093,3,40703274117,-541760355,CHrKkoCm,40766077033
nokia,-67,2024-09-04 01-58-31,-30779,-61,40745537483,-319660508,IJJcbCYQ,40778757874
nokia,-43,2024-09-04 01-56-34,-5464,-124,40791838257,218923771,EnfZRmXH,40732992230
nokia,114,2024-09-04 01-57-53,-19447,-96,40779655153,719386161,UtweWkGo,40756151314
nokia,7,2024-09-04 01-56-10,-9408,-111,40785966393,-1145567026,dnTXMHlz,40748820582
nokia,-5,2024-09-04 01-56-21,10737,-90,40715795585,1918346980,pvzzOexP,40727714301
nokia,-38,2024-09-04 01-56-49,20067,126,40748964957,1141828752,FYUvxgqJ,40782824188
nokia,-41,2024-09-04 01-57-39,20956,104,40780254499,-487876214,pjqZptYe,40771082857
nokia,-34,2024-09-04 01-57-25,27819,-70,40778169035,-1126532077,rCqdDAhU,40741414509
nokia,-31,2024-09-04 01-56-19,22200,-11,40739201529,1749429871,RdxMeMMN,40768415743
nokia,65,2024-09-04 01-58-04,93,-28,40779506111,-2043771764,aLLyjTsG,40751594382
nokia,12,2024-09-04 01-58-38,20424,-99,40730982844,686851980,HrzxuSPp,40794388963
nokia,-103,2024-09-04 01-56-20,1769,84,40735721489,-480488616,AQBUieRr,40747429661
nokia,-103,2024-09-04 01-56-43,-23478,-82,40768929822,782939434,lyIWRxsX,40749316804
nokia,58,2024-09-04 01-59-46,-32390,108,40771365240,707341015,OItKdTEo,40762082168
nokia,-42,2024-09-04 01-58-25,-31088,-30,40710794393,-1000768245,myEUoLWn,40756264909
nokia,-43,2024-09-04 01-57-27,-8437,24,40794378609,-672804096,enaYgVdG,40768131381
nokia,112,2024-09-04 01-58-16,-20399,86,40716806462,-678107556,agUOWdER,40740084782
nokia,-95,2024-09-04 01-56-19,-20921,-12,40796297205,-1784620123,UmnTydfE,40787437341
nokia,103,2024-09-04 01-57-54,-2277,-96,40736308602,1344381331,zTHOgRxm,40797895410
nokia,125,2024-09-04 01-59-53,5576,36,40789729193,-2126875793,CKihhMrK,40783784438
nokia,-21,2024-09-04 01-58-27,-355,-109,40753538301,1045948544,JVcfpIzi,40774074565
nokia,38,2024-09-04 01-56-05,-1234,-111,40730594540,1926494199,QjPWxkOY,40720483196
nokia,44,2024-09-04 01-55-47,-19236,75,40710221416,1689087595,MrpEIGBB,40718561321
nokia,48,2024-09-04 01-58-22,2893,-107,40718994222,-629450338,OBmURmNH,40776146104
nokia,-22,2024-09-04 01-55-18,-29512,-112,40777867469,1414445398,gKpwDNRl,40755976885
nokia,102,2024-09-04 01-58-45,8417,-21,40701960269,-644749440,QytDDBRA,40704907048
nokia,56,2024-09-04 01-59-52,-5030,126,40725468415,-338694054,pdxfjmfC,40798456512
nokia,-5,2024-09-04 01-55-18,29726,-117,40725322456,189730502,qwJNSdDV,40702972362
nokia,35,2024-09-04 01-56-32,-27297,-59,40766575225,1741220839,RFrgLyEk,40784573542
nokia,87,2024-09-04 01-57-13,-18942,-27,40723785063,543817962,KRBbeyPz,40716911510
nokia,85,2024-09-04 01-58-04,29271,42,40738608424,1989690318,aYXxsszB,40777485201
nokia,44,2024-09-04 01-59-16,11653,24,40744467925,130630074,QmNqBMgF,40720938143
nokia,68,2024-09-04 01-55-44,17627,-36,40764831241,-1529663563,FbNUfFAY,40724583733
nokia,-103,2024-09-04 01-57-50,-16920,28,40733049630,204031806,eNXpVDiB,40710812532
nokia,94,2024-09-04 01-58-15,-1340,5,40784790039,-1743808168,UhlOqtVz,40720088435
nokia,-61,2024-09-04 01-55-06,19036,10,40755449991,-1411550265,GgibBqlM,40795262723
nokia,-105,2024-09-04 01-55-08,-5970,124,40719417644,-338873957,PdBDQjEQ,40756528828
nokia,21,2024-09-04 01-59-07,-25267,-43,40715209531,1159829840,tgyqncFp,40735893842
nokia,-33,2024-09-04 01-56-51,-22766,-112,40717630981,1788925369,SVvRVZaV,40730667315
nokia,-28,2024-09-04 01-57-07,-6699,42,40722620544,1679077741,SqfOYPee,40728808304
nokia,26,2024-09-04 01-55-35,-1039,-123,40758933889,1072711245,UDUfoZma,40717612715
nokia,112,2024-09-04 01-58-09,11861,109,40763518662,-46925349,WOfWCaYC,40772742380
nokia,84,2024-09-04 01-57-24,19733,94,40741317312,1704707017,reRYmmJV,40754536425
nokia,-28,2024-09-04 01-55-59,27559,-33,40717560596,190112417,elEaUFCC,40713124344
nokia,-91,2024-09-04 01-59-16,3509,39,40734389760,558437681,ILMmRDyD,40767144964
nokia,-119,2024-09-04 01-59-20,-3724,85,40742900593,643941735,fapnJBuU,40736511822
nokia,39,2024-09-04 01-59-26,-22622,-100,40794876786,-903553430,YmCnnbpc,40795637855
nokia,-94,2024-09-04 01-55-33,-5420,-25,40739983482,1251828844,gckuNgRW,40761142310
nokia,104,2024-09-04 01-57-35,-584,-87,40743390937,-1231476729,qufvYXmA,40769486327
nokia,112,2024-09-04 01-56-31,12026,-22,40700779514,-1569571172,diiztnHI,40721565695
nokia,-110,2024-09-04 01-57-37,-17050,-106,40782470868,1950485235,ppjxePvD,40730054055
