src,idapp,t1,ncu,start_date,ano,duration,bno
alcatel,xvnkN,-105,-31,2024-09-03 22-19-55,40734930391,-3479,40744182858
alcatel,SWCCl,15,-117,2024-09-03 22-19-30,40702416487,-28178,40766775166
alcatel,ANUy,-24,55,2024-09-03 22-16-08,40738827445,12384,40700635123
alcatel,qBPOU,-7,125,2024-09-03 22-17-33,40744075608,31244,40711428619
alcatel,JnKpto,-34,-83,2024-09-03 22-15-42,40783273157,29211,40701923042
alcatel,YoaZv,-96,20,2024-09-03 22-15-22,40737715491,24068,40754210289
alcatel,WUQSKb,127,113,2024-09-03 22-17-18,40720470959,-14470,40757139035
alcatel,NFVt,35,114,2024-09-03 22-16-16,40797319178,13164,40744458621
alcatel,VUwk,-33,-52,2024-09-03 22-16-55,40744319309,3893,40732255394
alcatel,PmKeJ,73,-19,2024-09-03 22-15-56,40777041952,13623,40799065083
alcatel,fBLpm,61,-90,2024-09-03 22-18-10,40776244926,-13680,40742298990
alcatel,BlwjOT,-78,-72,2024-09-03 22-19-19,40736221375,29138,40742109006
alcatel,cJQpRX,-113,-48,2024-09-03 22-19-01,40719366161,1199,40750392080
alcatel,hXe,33,-62,2024-09-03 22-17-13,40708764585,-10596,40745071170
alcatel,VJAsK,-25,-94,2024-09-03 22-16-33,40760264446,-10184,40774946101
alcatel,IQG,-94,-96,2024-09-03 22-17-08,40753251646,-24097,40744709589
alcatel,VSrU,-60,-127,2024-09-03 22-19-16,40744432024,14231,40765771832
alcatel,UfCv,22,-15,2024-09-03 22-16-32,40796957102,-8084,40729211671
alcatel,OCshx,96,29,2024-09-03 22-15-40,40712445973,-5434,40776566999
alcatel,nHOGZ,-37,-81,2024-09-03 22-16-01,40754105107,-8922,40763695035
alcatel,Rcet,43,107,2024-09-03 22-18-14,40734184000,25176,40728210704
alcatel,RKeda,-7,55,2024-09-03 22-19-30,40787914689,21474,40718018960
alcatel,RBQRYi,-36,101,2024-09-03 22-15-31,40713697410,181,40779490143
alcatel,DcGbj,33,-81,2024-09-03 22-18-45,40725809467,13290,40730280335
alcatel,TxlmY,53,-103,2024-09-03 22-16-24,40765270248,-20407,40756988944
alcatel,sHbg,24,-80,2024-09-03 22-17-24,40736184126,-14752,40764820345
alcatel,IltuXv,71,-2,2024-09-03 22-19-08,40721915552,12857,40787608597
alcatel,tHr,124,-38,2024-09-03 22-16-14,40785306819,16388,40707590985
alcatel,OZtY,-59,-9,2024-09-03 22-18-29,40762493044,-12388,40760817414
alcatel,HCx,-87,-82,2024-09-03 22-15-26,40783184266,-28980,40731262736
alcatel,LCuj,113,-117,2024-09-03 22-16-13,40776739830,22109,40763437997
alcatel,LRXJ,-31,17,2024-09-03 22-16-40,40758657106,-12338,40721410043
alcatel,gsUzl,4,108,2024-09-03 22-16-53,40785881207,13080,40704869475
alcatel,ZuI,-17,-108,2024-09-03 22-18-36,40753963718,11984,40741549262
alcatel,UGzqC,-46,98,2024-09-03 22-17-28,40753180087,-992,40753157899
alcatel,ZkCE,16,20,2024-09-03 22-19-48,40788463318,-29279,40734133595
alcatel,zau,-118,-16,2024-09-03 22-18-49,40722218475,21241,40789194638
alcatel,SboQS,-112,-4,2024-09-03 22-19-51,40793100011,16524,40738728432
alcatel,Gqma,8,32,2024-09-03 22-17-38,40762815922,13988,40753182860
alcatel,sniYC,-66,-101,2024-09-03 22-16-37,40733441877,-5515,40779296125
alcatel,HKJQwl,99,-72,2024-09-03 22-15-04,40789404355,-28528,40774723839
alcatel,agmwlG,-104,103,2024-09-03 22-19-10,40753730968,-24959,40715465814
alcatel,LAgUY,9,-85,2024-09-03 22-15-08,40710286141,3490,40750781381
alcatel,GiJIA,61,123,2024-09-03 22-16-19,40795147741,-30835,40723217547
alcatel,hBoTRv,54,53,2024-09-03 22-15-49,40706197373,-6456,40704465956
alcatel,WAjomd,-20,38,2024-09-03 22-19-32,40785746233,-8125,40761850865
alcatel,uzj,-115,-60,2024-09-03 22-17-02,40765016353,26442,40722436417
alcatel,CdF,-108,54,2024-09-03 22-19-16,40702108023,-5740,40752311966
alcatel,ZOXj,89,-117,2024-09-03 22-16-08,40783098147,18042,40796906472
alcatel,PcADDD,-75,-75,2024-09-03 22-16-22,40701484840,7644,40712788476
alcatel,ZoAs,2,67,2024-09-03 22-18-35,40745093861,6376,40702836733
alcatel,uNz,-60,-44,2024-09-03 22-17-00,40742948478,-10993,40782697400
alcatel,Mctb,35,89,2024-09-03 22-18-34,40725260330,-18653,40779635343
alcatel,JEZX,110,19,2024-09-03 22-16-35,40771408788,31469,40782964430
alcatel,WJZLQe,112,-73,2024-09-03 22-19-50,40722504814,-27552,40790384588
alcatel,NbKA,37,-108,2024-09-03 22-16-41,40761433688,4828,40743262316
alcatel,khTzJA,-16,-1,2024-09-03 22-16-09,40750948752,20636,40770986416
alcatel,VAoH,9,-24,2024-09-03 22-17-38,40771463518,10180,40728836205
alcatel,gxLJF,99,-46,2024-09-03 22-17-33,40745290999,-17276,40705264817
alcatel,KIa,26,49,2024-09-03 22-15-49,40736903036,28673,40767476291
alcatel,mAAk,-106,-73,2024-09-03 22-19-02,40754940456,6998,40752810335
alcatel,IruhGy,87,78,2024-09-03 22-18-26,40720477841,18436,40778198009
alcatel,yknM,67,-33,2024-09-03 22-19-51,40776611185,-29130,40758198291
alcatel,SDqLy,124,80,2024-09-03 22-17-23,40744310989,1262,40788119707
alcatel,Qtniwx,-116,-23,2024-09-03 22-19-48,40780132497,-19268,40797867566
alcatel,pYRkTG,-50,-8,2024-09-03 22-15-42,40764418485,-15037,40730292927
alcatel,RiI,3,-19,2024-09-03 22-19-09,40783231147,-20578,40756265414
alcatel,ztGJu,-64,-52,2024-09-03 22-19-51,40749223587,13049,40732185709
alcatel,ngx,39,32,2024-09-03 22-16-17,40703529050,-8548,40793626639
alcatel,SYAoaK,-116,32,2024-09-03 22-17-26,40764345360,-10912,40769880069
alcatel,drTBzw,17,41,2024-09-03 22-16-08,40762469725,1046,40790314814
alcatel,YxbTi,-103,66,2024-09-03 22-19-08,40731007630,13009,40764272842
alcatel,gjeD,-1,-58,2024-09-03 22-18-45,40715697819,-12045,40760306034
alcatel,ZMGLW,94,73,2024-09-03 22-18-46,40718306548,16431,40711451740
alcatel,utLOC,4,-84,2024-09-03 22-18-40,40762985594,-32105,40706600238
alcatel,wDCs,6,71,2024-09-03 22-16-10,40775488022,7138,40743129874
alcatel,CLcDo,19,54,2024-09-03 22-19-22,40772191205,26301,40757100611
alcatel,bXc,-36,35,2024-09-03 22-19-56,40782662263,-18682,40795504292
alcatel,Nag,-16,-79,2024-09-03 22-16-35,40777383820,-30404,40728142921
alcatel,UDKk,-106,32,2024-09-03 22-15-24,40775776688,-11918,40737975950
alcatel,rrCKOz,74,71,2024-09-03 22-18-47,40714391397,26541,40763724715
alcatel,WWLA,-58,45,2024-09-03 22-16-27,40719297921,22822,40778541481
alcatel,mGT,106,36,2024-09-03 22-19-50,40756251937,4076,40757466247
alcatel,swPN,23,-59,2024-09-03 22-18-20,40766839269,-22529,40775319751
alcatel,Nnwzz,-13,12,2024-09-03 22-18-45,40747920324,30107,40752212565
alcatel,EZOn,103,115,2024-09-03 22-17-03,40703313458,-24322,40791696583
alcatel,YBRixq,120,63,2024-09-03 22-16-16,40791061718,-26023,40728015642
alcatel,WNX,-15,-23,2024-09-03 22-19-09,40763296544,13515,40790408346
alcatel,xYjfZ,-13,-32,2024-09-03 22-18-18,40716552672,-2266,40778742419
alcatel,TPKY,-105,-31,2024-09-03 22-17-40,40718526945,-20388,40728041533
alcatel,ItwIH,98,-13,2024-09-03 22-18-28,40747330924,2326,40771113926
alcatel,dJj,-52,-4,2024-09-03 22-16-22,40774373112,-13578,40753530832
alcatel,JpppQj,116,98,2024-09-03 22-17-57,40763280990,15866,40740336968
alcatel,IRUXQS,-16,66,2024-09-03 22-18-32,40752077048,-28719,40783713585
alcatel,NLS,-70,112,2024-09-03 22-17-04,40732652106,-15774,40708093879
alcatel,vOHI,50,99,2024-09-03 22-19-16,40763904285,-8502,40764516570
alcatel,FgCutF,119,-97,2024-09-03 22-16-40,40746564498,3419,40762144997
alcatel,BNYbD,-37,-63,2024-09-03 22-17-44,40780794730,-9770,40732987640
alcatel,WUZZ,44,-95,2024-09-03 22-18-12,40790701817,22942,40704357744
alcatel,EAWhi,-100,-96,2024-09-03 22-16-53,40785007400,1998,40701696547
alcatel,vLS,-121,49,2024-09-03 22-16-52,40743137346,-20559,40786779343
alcatel,hDhUR,-102,-6,2024-09-03 22-18-00,40704460207,3569,40768919119
alcatel,HFSpLf,49,-91,2024-09-03 22-20-01,40722560896,-25832,40731262188
alcatel,DMJr,-111,-93,2024-09-03 22-19-03,40709797086,1951,40798326003
alcatel,DWkIZn,15,61,2024-09-03 22-16-34,40772869553,-773,40711293704
alcatel,IPysm,-125,106,2024-09-03 22-19-23,40734270732,30589,40740846453
alcatel,UWelLc,-81,86,2024-09-03 22-18-23,40782207263,-3264,40775653381
alcatel,TyToG,95,17,2024-09-03 22-19-09,40742504732,10760,40799863064
alcatel,ZglD,54,-117,2024-09-03 22-19-11,40704332725,-9879,40736313533
alcatel,YpKN,43,112,2024-09-03 22-18-29,40719633197,-24104,40721185747
alcatel,rrp,32,-60,2024-09-03 22-18-42,40751938519,21363,40776313278
alcatel,TdRGm,-30,55,2024-09-03 22-18-57,40744873948,-32733,40755596788
alcatel,kPHCZl,-52,-22,2024-09-03 22-19-06,40738610409,-3748,40783297199
alcatel,XhMc,-87,97,2024-09-03 22-17-12,40707611583,25067,40776201316
alcatel,QjA,-119,47,2024-09-03 22-19-47,40771910656,-23874,40782665513
alcatel,nxGT,124,-107,2024-09-03 22-19-58,40796590161,8899,40755632664
alcatel,CNf,55,90,2024-09-03 22-17-07,40732902700,19640,40747133895
alcatel,IZGb,41,126,2024-09-03 22-17-17,40756534141,13291,40797135982
alcatel,OXu,-73,-97,2024-09-03 22-16-41,40784249088,-19041,40727552467
alcatel,BcjpcO,-38,43,2024-09-03 22-15-04,40796067296,9135,40751688988
alcatel,GRDx,-125,31,2024-09-03 22-17-17,40752888796,-8591,40771977858
alcatel,Iun,77,-10,2024-09-03 22-17-44,40741925743,8990,40704321589
alcatel,uHsAi,15,24,2024-09-03 22-15-28,40775649004,-27813,40709290375
alcatel,WwSayE,-105,69,2024-09-03 22-17-43,40736471055,-3260,40737362004
alcatel,jGWWrR,15,118,2024-09-03 22-17-23,40753214078,7925,40703315636
alcatel,JjQFIv,-47,4,2024-09-03 22-19-50,40791965366,25513,40713695911
alcatel,pyyHwi,-9,43,2024-09-03 22-19-33,40774533095,-26252,40725957830
alcatel,WEoJe,-6,5,2024-09-03 22-19-22,40763863412,5053,40766525923
alcatel,FCqM,0,61,2024-09-03 22-18-42,40715748399,-29496,40767046773
alcatel,FyW,96,-99,2024-09-03 22-15-34,40787086012,2282,40799461294
alcatel,vgpl,34,-86,2024-09-03 22-18-11,40795252291,-31001,40760607153
alcatel,RpRyf,111,-40,2024-09-03 22-18-21,40707106876,17504,40737861543
alcatel,CxyFM,5,56,2024-09-03 22-15-28,40709222527,25940,40756818239
alcatel,OzoBzc,7,-96,2024-09-03 22-16-50,40762685742,6053,40792120934
alcatel,vxWv,99,24,2024-09-03 22-19-07,40718092627,17815,40788414047
alcatel,Fem,33,101,2024-09-03 22-19-51,40759415008,10805,40701953791
alcatel,MvcP,43,91,2024-09-03 22-16-26,40779318761,3864,40771007874
alcatel,WeF,-113,-76,2024-09-03 22-15-15,40748755841,-26459,40788620095
alcatel,mUNHq,-41,8,2024-09-03 22-18-06,40700576765,-9310,40752651407
alcatel,zlYTq,109,-16,2024-09-03 22-18-36,40787824627,-18003,40749556939
alcatel,FbxV,96,27,2024-09-03 22-18-26,40727711797,9050,40712391643
alcatel,iamLsY,45,-84,2024-09-03 22-15-25,40746532349,-12756,40766800092
alcatel,eixQJO,-70,62,2024-09-03 22-16-19,40721830119,20223,40790668592
alcatel,GSGr,116,-44,2024-09-03 22-16-36,40729043067,-25801,40730535138
alcatel,PfL,42,-37,2024-09-03 22-15-52,40782838947,-13458,40736872880
alcatel,CaHlV,-73,-46,2024-09-03 22-18-13,40747717303,24112,40708782962
alcatel,MYIXC,24,-126,2024-09-03 22-15-53,40725167743,22092,40762194760
alcatel,wHreX,-115,106,2024-09-03 22-15-47,40759846558,14220,40797548887
alcatel,PDOd,124,-29,2024-09-03 22-17-51,40725044540,3925,40717973063
alcatel,WeAg,109,27,2024-09-03 22-15-45,40703969396,5834,40781545706
alcatel,sarwPa,-103,100,2024-09-03 22-15-26,40728916599,16799,40701286243
alcatel,HUrAE,22,-76,2024-09-03 22-18-15,40793944249,-4905,40751801009
