src,idapp,t1,ncu,start_date,ano,duration,bno
alcatel,XTxD,-85,-66,2024-09-04 09-00-09,40761801048,-23364,40775410487
alcatel,xVt,-100,54,2024-09-04 09-01-05,40724612741,-12299,40706938218
alcatel,BlPVpP,27,33,2024-09-04 09-00-02,40773958777,-29784,40798395793
alcatel,rrzHx,-26,-90,2024-09-04 09-00-03,40704964409,-29032,40720645834
alcatel,wyR,75,-115,2024-09-04 09-03-58,40777246313,-21394,40740193898
alcatel,mbQRLs,95,-7,2024-09-04 09-03-56,40733849134,26251,40789095995
alcatel,xuliF,73,-100,2024-09-04 09-02-21,40716306043,26362,40770977771
alcatel,IEU,83,58,2024-09-04 09-02-01,40790645135,-23652,40761408655
alcatel,cwUHM,76,-127,2024-09-04 09-02-35,40722321600,-9805,40731246092
alcatel,EOj,9,30,2024-09-04 09-04-28,40770815525,-27779,40701894131
alcatel,GPdArQ,105,-10,2024-09-04 09-02-29,40793868576,30239,40726436578
alcatel,waCk,104,-114,2024-09-04 09-04-34,40730894163,5792,40749905482
alcatel,CoFx,-40,78,2024-09-04 09-04-01,40791634997,-6329,40740327912
alcatel,OWmu,77,99,2024-09-04 09-04-27,40743977389,-30381,40750775408
alcatel,OHlU,-41,25,2024-09-04 09-05-00,40751547110,7149,40754476589
alcatel,fuHg,-90,-5,2024-09-04 09-03-45,40778185059,-29422,40713914284
alcatel,cuv,35,-64,2024-09-04 09-01-15,40774936869,26087,40790097546
alcatel,mER,-36,-53,2024-09-04 09-02-01,40785552109,-5656,40786177439
alcatel,HlEKMt,1,-13,2024-09-04 09-00-24,40757506202,21478,40726808298
alcatel,JtSj,103,-85,2024-09-04 09-03-03,40772374292,1951,40747855880
alcatel,DUHtH,85,46,2024-09-04 09-04-07,40784685245,15169,40763008218
alcatel,EDhcQt,-102,57,2024-09-04 09-02-05,40779677678,-32475,40711434913
alcatel,UAuvvy,33,-89,2024-09-04 09-00-33,40703830268,4535,40726428892
alcatel,VqaJvp,-95,-46,2024-09-04 09-00-40,40732688910,-621,40721663323
alcatel,odSh,103,85,2024-09-04 09-04-25,40729541116,-2220,40748640469
alcatel,RpS,-101,-98,2024-09-04 09-04-38,40711484035,-19838,40721336880
alcatel,BJF,-45,-125,2024-09-04 09-01-43,40725383763,32706,40760411755
alcatel,DhuJ,-74,-85,2024-09-04 09-04-02,40725081798,-12481,40725312746
alcatel,ieqXT,-61,-12,2024-09-04 09-01-51,40709731578,23136,40777499624
alcatel,sUn,-25,68,2024-09-04 09-03-13,40718063185,8384,40750883228
alcatel,Pznb,-73,-124,2024-09-04 09-00-08,40720040818,12728,40765214177
alcatel,VklDE,-95,-50,2024-09-04 09-02-15,40775987134,4175,40794947173
alcatel,cOp,-7,-66,2024-09-04 09-02-01,40779479340,-1879,40782260353
alcatel,rYj,-114,-46,2024-09-04 09-03-06,40799694469,11157,40769800133
alcatel,dkf,-114,-30,2024-09-04 09-02-40,40727219581,31159,40701208410
alcatel,RoebB,-39,98,2024-09-04 09-01-30,40725235125,-28569,40727968773
alcatel,wPLX,-107,107,2024-09-04 09-01-00,40762241742,-29308,40780022147
alcatel,kuQr,-96,-16,2024-09-04 09-03-55,40724767780,-20703,40725187512
alcatel,jJwd,92,-73,2024-09-04 09-00-34,40756383051,-15973,40707012092
alcatel,uXLk,-17,10,2024-09-04 09-03-07,40753264926,12202,40773320522
alcatel,kWWI,21,-87,2024-09-04 09-04-04,40754379906,31470,40740266468
alcatel,wZTlUm,94,52,2024-09-04 09-00-10,40734179782,20921,40743992552
alcatel,bBd,108,-117,2024-09-04 09-02-53,40722242193,23939,40763207115
alcatel,csCKYF,30,-11,2024-09-04 09-03-09,40799744522,-2648,40774511939
alcatel,tWDwS,87,-85,2024-09-04 09-02-03,40738579937,28359,40709099538
alcatel,xuMViL,-98,80,2024-09-04 09-01-35,40779890216,7825,40775109161
alcatel,BepQ,-13,30,2024-09-04 09-04-57,40753912850,31908,40792679301
alcatel,IzfhD,-70,-43,2024-09-04 09-03-58,40739685131,29048,40744939845
alcatel,fiq,-89,125,2024-09-04 09-00-56,40700385770,-29194,40774803597
alcatel,qETR,-17,22,2024-09-04 09-02-37,40700486092,30003,40747053735
alcatel,ZnnO,78,-1,2024-09-04 09-02-20,40782810871,-2063,40777411806
alcatel,wgV,-123,-61,2024-09-04 09-02-37,40752570640,27842,40733489951
alcatel,tjezu,108,53,2024-09-04 09-02-15,40703392820,-2855,40768442329
alcatel,Osx,-52,98,2024-09-04 09-00-46,40775613641,-4472,40734199941
alcatel,FaIZB,89,98,2024-09-04 09-04-40,40789690394,-9319,40778060145
alcatel,wCA,53,-58,2024-09-04 09-03-21,40738844842,18385,40790552159
alcatel,jzhB,-100,71,2024-09-04 09-01-15,40758913504,-28537,40726383759
alcatel,KZb,33,21,2024-09-04 09-04-32,40701172786,24122,40795308102
alcatel,NyGQ,97,-46,2024-09-04 09-02-04,40708528679,21940,40757164790
alcatel,wokLn,-97,116,2024-09-04 09-01-37,40797775600,8730,40777608597
alcatel,awJq,-83,-8,2024-09-04 09-00-32,40744808245,27515,40725190558
alcatel,zBcz,61,37,2024-09-04 09-03-48,40792563536,-31213,40738232662
alcatel,KeBEr,92,-28,2024-09-04 09-00-43,40786775952,13293,40796879034
alcatel,iChw,-20,-33,2024-09-04 09-00-53,40772314853,-26638,40770481300
alcatel,alZzyZ,-123,-72,2024-09-04 09-01-45,40746145832,26477,40748239228
alcatel,IcprA,-19,93,2024-09-04 09-02-41,40755499317,539,40756403611
alcatel,hwR,-113,-39,2024-09-04 09-01-47,40724577271,6368,40788083300
alcatel,kmO,-19,-119,2024-09-04 09-03-02,40722549697,24129,40755029165
alcatel,drOPr,-95,14,2024-09-04 09-00-26,40792078625,-23917,40701074340
alcatel,PozUQR,52,93,2024-09-04 09-00-37,40791607083,-1558,40798191536
alcatel,lEew,-68,54,2024-09-04 09-04-08,40770186991,15540,40749970865
alcatel,YsEF,-121,72,2024-09-04 09-04-56,40769516256,-6583,40702294276
alcatel,ChH,-61,67,2024-09-04 09-02-48,40797290617,-8213,40779809866
alcatel,VJwI,-101,47,2024-09-04 09-01-19,40782738121,-27051,40728138412
