src,record_type,start_date,duration,record_length,ano,record_number,call_reference,bno
nokia,-43,2024-09-04 13-38-02,-26772,65,40705304398,-1969070362,LfPdrmYO,40710799824
nokia,-92,2024-09-04 13-36-52,-31279,123,40702305527,-931417969,JDhAbbui,40714861278
nokia,-18,2024-09-04 13-36-56,-25185,-89,40763162238,-2029356713,iAvUDyLM,40719673704
nokia,-56,2024-09-04 13-39-32,-28823,-78,40737868981,1259504960,fsISAwha,40715239711
nokia,77,2024-09-04 13-38-31,32321,86,40773894192,532835912,OKIKNvcE,40790591279
nokia,64,2024-09-04 13-39-59,-15849,66,40700757348,1258577035,UzhBjJcj,40798703626
nokia,87,2024-09-04 13-36-31,-2524,42,40790366581,531359767,mUjHLOlU,40786634859
nokia,93,2024-09-04 13-37-42,-8010,93,40777215660,-1212502143,RoPttyyk,40798741616
nokia,-42,2024-09-04 13-37-43,-6638,-93,40763107681,1929253983,vzjqkBsI,40729492806
nokia,-123,2024-09-04 13-35-40,-15767,12,40701305414,2012332124,CIBXktcZ,40789124666
nokia,-12,2024-09-04 13-37-42,2458,60,40721232066,1902399003,WuLXxCXe,40745280200
nokia,40,2024-09-04 13-35-12,9962,-26,40712489023,658756397,NrJxrHTK,40748558619
nokia,53,2024-09-04 13-38-30,21730,-55,40705410317,-1831388324,LShXrnMq,40742786799
nokia,-108,2024-09-04 13-37-56,-17457,-119,40754067722,154958180,voKQpgpZ,40742706895
nokia,-78,2024-09-04 13-37-15,18842,-118,40790905565,611845484,nwXWBADa,40795468206
nokia,71,2024-09-04 13-37-25,19811,84,40703162623,-116456057,LpgfLJyR,40755955191
nokia,88,2024-09-04 13-39-04,11240,-39,40789504102,-1580634638,xAHAWiwy,40791273402
nokia,103,2024-09-04 13-38-17,6880,-44,40728083832,2130847031,yiNMgLfi,40759203191
nokia,58,2024-09-04 13-40-01,10485,-81,40753348781,-570541632,uNhZLmoP,40720391125
nokia,-115,2024-09-04 13-35-58,-1739,-77,40729685223,972545803,GVqzQHRu,40789730877
nokia,-16,2024-09-04 13-37-21,-16835,12,40750313666,-266305528,gbrHdgrO,40791626420
nokia,107,2024-09-04 13-36-25,-22657,-124,40785793833,1740644407,SPUZLbTx,40734108433
nokia,124,2024-09-04 13-35-51,12524,-23,40760344499,1947165790,imizXxdc,40737636201
nokia,83,2024-09-04 13-39-49,31365,17,40791277462,1750257031,SvtiMPeF,40771728306
nokia,-102,2024-09-04 13-39-01,-23848,-109,40764849771,-127163859,NUrRiqzO,40782661220
nokia,-63,2024-09-04 13-35-08,-10121,2,40708384786,-2025838046,XAoNCDHi,40789663045
nokia,122,2024-09-04 13-38-07,11621,-15,40759661460,-1573123639,yJZkRvyk,40732330560
nokia,36,2024-09-04 13-35-12,-28227,58,40762338827,1621448011,PaHwfbmM,40747377596
nokia,-73,2024-09-04 13-38-26,-16383,-24,40799492552,591489188,bqtVCXPj,40703446267
