src,record_type,start_date,duration,record_length,ano,record_number,call_reference,bno
nokia,-57,2024-09-03 17-27-18,16146,112,40793513007,2051488903,kRQLUMWK,40733734075
nokia,65,2024-09-03 17-25-35,7759,23,40767567006,-1583079207,LebRxdeI,40738043362
nokia,-27,2024-09-03 17-27-15,23955,-100,40728956745,-446324886,tFUmmFtN,40705776487
nokia,-106,2024-09-03 17-26-14,18526,99,40728953004,178925223,jYZjddxc,40751810978
nokia,-58,2024-09-03 17-29-07,12535,62,40709304171,86545817,GDIsHcBA,40759052557
nokia,-55,2024-09-03 17-27-29,22797,23,40725525703,1940532438,NhzDvQmp,40702178347
nokia,94,2024-09-03 17-29-12,20268,120,40763687628,-49178653,CtxMWMhY,40770097105
nokia,40,2024-09-03 17-28-14,14342,-103,40794585334,185941107,pggKmsHM,40766450783
nokia,89,2024-09-03 17-29-49,16807,77,40725424940,1849576999,gmPCPxOm,40776462224
nokia,-37,2024-09-03 17-29-38,-20695,-63,40718920508,894163677,oLySuSjs,40708220760
nokia,9,2024-09-03 17-25-28,-29220,-74,40757765258,-983836087,sWnVyPWG,40730233729
nokia,75,2024-09-03 17-27-04,12145,47,40758508489,-936744014,ZhfnsLnF,40784416019
nokia,-46,2024-09-03 17-25-29,86,-124,40707482143,-1019542004,jKLxUvdv,40794462363
nokia,-100,2024-09-03 17-28-25,-24073,26,40717605062,-1919686970,FhhTmekO,40709559777
nokia,-101,2024-09-03 17-29-46,17188,53,40727396315,-1545618958,AbhNpYQA,40761370522
nokia,-58,2024-09-03 17-26-19,12114,-119,40711161265,-946387192,xKBnIXcq,40765840860
nokia,86,2024-09-03 17-29-01,4,-81,40713312630,1667350049,fMKjoNCS,40745257370
nokia,-111,2024-09-03 17-26-11,23696,-36,40771001409,1471267464,NQxyDNyY,40700767113
nokia,-73,2024-09-03 17-27-34,6212,-105,40707649187,185585102,qlWsDXww,40764309720
nokia,-48,2024-09-03 17-26-42,28384,15,40700517152,-466500500,mqsETJsB,40733252148
