src,record_type,start_date,duration,record_length,ano,record_number,call_reference,bno
nokia,9,2024-09-04 02-47-28,-3653,39,40780994465,1821216038,MsGnKTgf,40701105285
nokia,69,2024-09-04 02-45-33,11762,44,40727519742,-1669443859,FUPTkylB,40764805174
nokia,-59,2024-09-04 02-45-56,-8909,-94,40750938604,-2073434338,JVofAmUi,40720417462
nokia,-109,2024-09-04 02-49-22,21197,-125,40740387167,685949682,WuVUxgzK,40796145386
nokia,28,2024-09-04 02-45-43,3387,15,40758255162,714022101,JAucWoZk,40760787298
nokia,122,2024-09-04 02-48-54,7894,95,40700506517,1854590099,bacWHpBg,40710143991
nokia,110,2024-09-04 02-48-34,12334,23,40794260961,1401415565,dNLVsybu,40734438431
nokia,-94,2024-09-04 02-48-18,20614,19,40760519979,-85414446,axcmotGX,40792322080
nokia,-65,2024-09-04 02-48-28,16300,-14,40709522004,2128862455,usafefcv,40742490443
nokia,-67,2024-09-04 02-47-02,7016,-116,40744962357,-749041667,RCZmuowl,40791973551
nokia,-124,2024-09-04 02-45-06,-14004,-122,40788835046,-1073052794,YhxtbZyP,40793495395
nokia,-75,2024-09-04 02-47-24,7026,-41,40718090892,357010004,ByhaEyvp,40766102677
nokia,-24,2024-09-04 02-47-09,-20511,-115,40739431815,1475840391,JpmGEvHn,40710504222
nokia,-71,2024-09-04 02-47-07,27706,-19,40731965985,-2129519024,ITGfkMbM,40788961870
nokia,127,2024-09-04 02-46-56,13343,105,40798473836,845986145,FdXSlEUI,40763197049
nokia,-2,2024-09-04 02-46-47,10306,-88,40791025651,-1831827585,xjWKTOFE,40703531169
nokia,-53,2024-09-04 02-47-33,7676,104,40767814329,1430746040,GTHBdPmH,40740083790
nokia,-104,2024-09-04 02-49-08,-15994,-5,40799480015,1360975882,fKIsEMbt,40751613595
nokia,35,2024-09-04 02-47-48,21361,33,40734431271,2003347711,RaMgGxTL,40718795858
nokia,-34,2024-09-04 02-45-34,-20102,-79,40784184758,-1332058623,fNTRtHut,40701566024
nokia,-100,2024-09-04 02-47-32,-13690,-33,40705470248,1949402270,jKKgnBMy,40757075322
nokia,25,2024-09-04 02-49-34,-16477,-28,40753358758,-231925668,FatBvpQW,40724757042
nokia,74,2024-09-04 02-47-46,29343,117,40750459575,565507376,txUPDMQM,40799081156
nokia,-46,2024-09-04 02-48-33,-32181,106,40730810752,923303483,XzKdnJUs,40725220514
nokia,-75,2024-09-04 02-49-17,-29539,124,40725808410,2078077542,BzIyDuJQ,40728914576
nokia,3,2024-09-04 02-46-27,-23980,31,40701173708,1972120282,UbJJjkLf,40781132460
nokia,-70,2024-09-04 02-47-14,30927,-15,40769285685,-356694621,zzkPVmRw,40789655755
nokia,44,2024-09-04 02-48-25,30361,-36,40725559231,-132677682,iTgZuXiZ,40712206575
nokia,-18,2024-09-04 02-45-02,-734,-103,40702273108,1425654438,VeLddSUK,40722965066
nokia,2,2024-09-04 02-46-13,-18670,-6,40757633893,1692462212,XcLHfVcX,40753006649
nokia,-30,2024-09-04 02-45-52,16493,-62,40733313488,-1985231639,doSeaSSv,40790193180
nokia,-4,2024-09-04 02-47-58,-3119,68,40772097521,125268838,BCiEzkJp,40732150243
nokia,11,2024-09-04 02-46-59,-29466,-42,40729899929,1424569097,ANsTTiGE,40740733746
nokia,10,2024-09-04 02-49-42,-3930,-16,40704112029,654062940,KXalziAm,40737462871
nokia,-104,2024-09-04 02-46-54,-29802,-31,40710796665,-1838445087,ftvfUTju,40775587303
nokia,-65,2024-09-04 02-46-12,-8136,-48,40708293641,1839053598,siYxYKwW,40795313084
nokia,40,2024-09-04 02-45-07,23608,54,40758190981,-650343925,vOIidGGL,40709274153
nokia,43,2024-09-04 02-47-26,15759,15,40702957298,-911613400,LHtrLeiE,40734431405
nokia,20,2024-09-04 02-45-48,-10088,7,40750095012,1549859015,uuCQwRBt,40763599754
nokia,112,2024-09-04 02-47-13,22089,-17,40702962438,-317572876,PILjHaaU,40719877123
nokia,-69,2024-09-04 02-47-11,4191,-86,40748177314,686625895,nZMQFnyR,40708520152
nokia,-107,2024-09-04 02-46-01,15543,121,40735113923,-285761131,rZznFNFo,40793860244
nokia,101,2024-09-04 02-49-57,27591,34,40757357846,2113219803,KRBlhEyh,40712383142
nokia,80,2024-09-04 02-46-52,-3514,-71,40797593809,1526257913,UHeUxngb,40750845364
nokia,-72,2024-09-04 02-45-09,-15326,62,40729906231,1765331565,cWclfSsu,40738134129
nokia,-32,2024-09-04 02-49-22,8305,108,40701808292,-694890947,fSXQQVoa,40710712268
nokia,76,2024-09-04 02-49-04,-13376,120,40794174372,2015325440,LYhlYBqx,40743191043
nokia,64,2024-09-04 02-49-38,32194,-97,40760450009,1866383872,lsmWiaPj,40722474486
nokia,36,2024-09-04 02-48-20,22747,-107,40777842712,-849309395,lHcZvdjK,40756156597
nokia,-44,2024-09-04 02-46-16,8533,-2,40791613412,816441099,mfgPoZnn,40763502919
nokia,-55,2024-09-04 02-45-44,-5615,-69,40717316432,-833010025,edBUtaUm,40724035772
nokia,-61,2024-09-04 02-47-41,5402,22,40705252409,-1672406947,VnLbUThq,40742922743
nokia,81,2024-09-04 02-47-24,-7479,90,40771688085,1450313035,fjCYAtSw,40760095282
nokia,1,2024-09-04 02-46-50,8090,113,40721943233,1811209826,ftBpJOFS,40735583003
nokia,81,2024-09-04 02-48-28,-6096,-6,40743548814,-1858157444,UMwwfUYn,40736185604
