src,record_type,start_date,duration,record_length,ano,record_number,call_reference,bno
nokia,-85,2024-09-04 04-22-35,17808,-24,40759382763,1998238147,JPkITXCI,40758332890
nokia,70,2024-09-04 04-20-21,20790,-74,40786955624,-499860667,ntdGvPKp,40750197746
nokia,-62,2024-09-04 04-24-48,-11527,-11,40732213829,-1583022970,zdlIDFVu,40769884489
nokia,59,2024-09-04 04-23-02,7116,16,40784870675,625574606,gFfGmDJN,40787625905
nokia,69,2024-09-04 04-23-41,-22265,10,40781831347,-35593984,HxWeqDvO,40705674137
nokia,32,2024-09-04 04-25-00,3044,-67,40701126203,1886398558,uMlTKFYf,40788609213
nokia,36,2024-09-04 04-23-53,-13652,-58,40773016020,1525221072,mWeFhDGS,40749652722
nokia,-64,2024-09-04 04-21-22,-12868,56,40744072918,20571657,JNIFNYqz,40710986118
nokia,63,2024-09-04 04-24-06,-14548,17,40783009935,-1845294774,TghbfTvI,40741138665
nokia,-87,2024-09-04 04-20-38,22896,-61,40709748885,-1307057679,JVJmEPBR,40700277711
nokia,-83,2024-09-04 04-24-19,-18139,-126,40710538229,368090865,gQBczXRT,40783693717
nokia,-32,2024-09-04 04-23-10,-19332,-63,40797780795,-2083945009,egCtWoJy,40710264923
nokia,-37,2024-09-04 04-24-11,15730,-73,40748621326,-1451422991,CvLBpHBc,40710561937
nokia,17,2024-09-04 04-22-13,-13537,-115,40730850891,-250174079,aLaaeuPF,40771758465
nokia,-89,2024-09-04 04-23-16,-6749,-35,40770626026,-1714666544,mtYcRkpW,40794265828
nokia,-117,2024-09-04 04-20-43,-30428,62,40786626147,1284343668,xWnkGbXs,40726414825
nokia,-104,2024-09-04 04-21-20,10273,120,40726405580,191808352,MjQrMfZa,40753691120
nokia,84,2024-09-04 04-20-27,21095,-12,40748544476,-474154161,xFGfzjRA,40735709198
nokia,91,2024-09-04 04-24-28,752,-32,40705147548,824376472,FfREgTop,40751033147
