src,idapp,t1,ncu,start_date,ano,duration,bno
alcatel,xrHZk,-107,-19,2024-09-03 19-49-05,40713847617,-31698,40738041841
alcatel,MFVcQ,5,74,2024-09-03 19-46-39,40793630222,6955,40764864234
alcatel,WaV,63,80,2024-09-03 19-49-26,40769454357,20739,40724475665
alcatel,CIW,81,115,2024-09-03 19-48-13,40729098911,26749,40735155311
alcatel,ByYFS,99,-116,2024-09-03 19-45-56,40744405391,-25680,40718622123
alcatel,EaPSk,-70,-28,2024-09-03 19-49-07,40718004475,-25817,40707650250
alcatel,yuEVNC,-29,-75,2024-09-03 19-48-55,40710385981,365,40704462190
alcatel,DYWLy,100,5,2024-09-03 19-49-22,40797834219,-18084,40727357874
alcatel,msMg,35,-85,2024-09-03 19-46-08,40757963452,20283,40794310570
alcatel,QrHL,27,-36,2024-09-03 19-48-02,40721284418,27709,40715786888
alcatel,lag,-64,-120,2024-09-03 19-48-19,40765302405,-6769,40791737646
alcatel,YIauYN,-34,-124,2024-09-03 19-46-07,40709811938,-5325,40775902703
alcatel,hhdVdT,-1,120,2024-09-03 19-45-58,40702215851,-8952,40754574489
alcatel,jOEw,36,-93,2024-09-03 19-48-19,40712882160,5474,40793652053
alcatel,LqjHul,82,41,2024-09-03 19-48-20,40796175657,12286,40725482143
alcatel,DcnVG,51,-124,2024-09-03 19-49-48,40768322270,14420,40739403689
alcatel,Mjqgk,70,-1,2024-09-03 19-45-43,40783330083,7395,40701415813
alcatel,QUiE,123,12,2024-09-03 19-47-18,40749282231,9562,40742951492
alcatel,EWEX,-112,122,2024-09-03 19-48-19,40754163139,21876,40780880067
alcatel,dxE,-61,-74,2024-09-03 19-46-56,40702542299,13723,40736724718
alcatel,lpfwgW,54,-15,2024-09-03 19-47-27,40726336197,12833,40718309706
alcatel,cEbK,116,-12,2024-09-03 19-45-30,40742919381,-14125,40761701225
alcatel,Svsrj,-62,-117,2024-09-03 19-45-30,40755494486,26245,40769778470
alcatel,yYALnY,-36,-16,2024-09-03 19-46-48,40716899802,4158,40769564162
alcatel,asf,8,14,2024-09-03 19-49-36,40777125879,2178,40787384032
alcatel,DaWCZf,-29,-19,2024-09-03 19-46-55,40795732994,2200,40753276220
alcatel,RwLOi,64,-56,2024-09-03 19-47-03,40728203238,5962,40750678122
alcatel,qrVwTo,-116,-12,2024-09-03 19-47-33,40764952170,2479,40728475929
alcatel,IHQMV,4,110,2024-09-03 19-45-36,40785814681,-18616,40704232932
alcatel,hyWDLE,-71,50,2024-09-03 19-46-36,40796920568,12127,40785109135
alcatel,vEkP,-31,80,2024-09-03 19-46-34,40755279130,10648,40731054898
alcatel,fXZtwZ,-55,111,2024-09-03 19-48-05,40796754774,11037,40750139962
alcatel,RYQdif,58,-15,2024-09-03 19-45-13,40771729033,-20995,40755673865
alcatel,eEhpG,23,-62,2024-09-03 19-49-09,40718375398,18478,40769184046
alcatel,ijun,-84,63,2024-09-03 19-45-55,40700843780,2913,40775495552
alcatel,KkJPlC,45,-19,2024-09-03 19-45-53,40711428566,6121,40793493483
alcatel,TLY,-46,-106,2024-09-03 19-45-07,40759262798,25018,40719779345
alcatel,Aco,-48,-110,2024-09-03 19-48-16,40759242794,31870,40714401254
alcatel,rfIj,-39,85,2024-09-03 19-47-44,40797451146,-17833,40723371536
alcatel,PbBTtX,106,-81,2024-09-03 19-48-55,40710384969,-32366,40737147482
alcatel,bAkIA,-57,-95,2024-09-03 19-50-00,40789002880,-6307,40780943812
alcatel,tmS,-47,46,2024-09-03 19-49-01,40721768758,-3705,40778995754
alcatel,HbXb,-107,118,2024-09-03 19-46-37,40745412061,16875,40746303411
alcatel,NkvG,102,20,2024-09-03 19-45-15,40751924100,15879,40707798949
alcatel,hrk,-47,-62,2024-09-03 19-47-09,40755898643,-7553,40783195260
alcatel,NeWQo,33,-20,2024-09-03 19-48-44,40726521130,13943,40715227393
alcatel,RWZB,-60,-41,2024-09-03 19-47-56,40730060984,-25312,40768220661
alcatel,SnOkb,-23,44,2024-09-03 19-49-39,40773984100,-971,40714711546
alcatel,KmqW,92,-22,2024-09-03 19-48-35,40700953986,12045,40788540508
alcatel,mTyp,112,-99,2024-09-03 19-45-44,40701601934,22427,40723276590
alcatel,TKz,58,72,2024-09-03 19-46-54,40721692731,16279,40733264442
alcatel,PoZBh,36,-122,2024-09-03 19-45-44,40731046874,23051,40724585373
alcatel,bOzJ,-36,88,2024-09-03 19-45-21,40712131162,9869,40794199962
alcatel,UcB,-13,125,2024-09-03 19-45-09,40737565309,-5192,40741706062
