src,idapp,t1,ncu,start_date,ano,duration,bno
alcatel,BRZf,-66,27,2024-09-04 13-20-51,40714342085,-18896,40785428808
alcatel,pJV,20,59,2024-09-04 13-23-08,40728417915,11018,40757379868
alcatel,GSYz,-94,-18,2024-09-04 13-24-18,40728486507,30927,40709364059
alcatel,TZk,45,62,2024-09-04 13-23-34,40791028326,-18200,40766167322
alcatel,Tdu,113,-25,2024-09-04 13-22-11,40757745239,-12997,40713569853
alcatel,IsMz,-89,23,2024-09-04 13-21-22,40768919812,14786,40780222336
alcatel,uoR,-1,-33,2024-09-04 13-21-27,40710457061,-24175,40767165343
alcatel,AaAQ,118,-111,2024-09-04 13-21-50,40759875153,-522,40704901712
alcatel,zXhNfM,102,56,2024-09-04 13-22-09,40757123112,2048,40732433925
alcatel,zng,-77,-88,2024-09-04 13-20-40,40743491804,31097,40752751162
alcatel,BEWZ,-78,-38,2024-09-04 13-23-08,40717185524,-12415,40726885326
alcatel,dKVV,116,114,2024-09-04 13-22-00,40742948252,-1756,40794324381
alcatel,How,-110,-114,2024-09-04 13-23-47,40781178543,30456,40765110473
alcatel,CSkRQk,-86,-92,2024-09-04 13-22-57,40718412604,5021,40708281922
alcatel,SsupkY,25,-26,2024-09-04 13-21-07,40797480292,9353,40703559995
alcatel,BtkJWt,45,-82,2024-09-04 13-24-58,40733147913,4524,40777326474
alcatel,HIw,87,-98,2024-09-04 13-20-54,40737591649,4775,40765885644
alcatel,YyXu,16,-6,2024-09-04 13-21-38,40764161346,31234,40773363275
alcatel,KNDTb,-69,-128,2024-09-04 13-24-23,40741114111,24174,40710258159
alcatel,pKMplC,49,117,2024-09-04 13-21-14,40747677454,19162,40763050526
alcatel,ibvvlP,-94,-5,2024-09-04 13-20-49,40789006617,13739,40751751436
alcatel,VkMaRP,-36,-95,2024-09-04 13-23-19,40753746720,11755,40742018891
alcatel,Uqk,32,-49,2024-09-04 13-21-42,40724332145,-5902,40767714856
alcatel,bAEPB,-127,82,2024-09-04 13-20-27,40713738383,21453,40743555209
alcatel,fKUm,125,-53,2024-09-04 13-20-57,40718058268,-13627,40781364070
alcatel,XAcOL,59,-55,2024-09-04 13-20-34,40797236424,24161,40737756105
alcatel,VAsAd,-1,113,2024-09-04 13-24-05,40793264464,-15060,40727041763
alcatel,wrPb,69,-3,2024-09-04 13-23-55,40714677337,584,40715431384
alcatel,fLpE,60,35,2024-09-04 13-21-31,40725531062,-23544,40765936321
alcatel,qTZvbe,36,-74,2024-09-04 13-22-54,40795514600,-833,40701794637
alcatel,TAWQg,-104,-113,2024-09-04 13-22-14,40760552847,11551,40714729889
alcatel,mXIbv,-74,-10,2024-09-04 13-21-07,40775653484,-24114,40710215214
