src,record_type,start_date,duration,record_length,ano,record_number,call_reference,bno
nokia,-36,2024-09-04 03-08-30,-11177,-95,40731725367,-67945935,uEobOJDP,40730199910
nokia,-116,2024-09-04 03-09-19,6160,69,40702262560,-1290088394,SOQsAhFs,40787673696
nokia,-30,2024-09-04 03-09-22,29215,87,40754503588,1572965649,RQoOOQoS,40720396097
nokia,-111,2024-09-04 03-07-35,-19049,90,40784058309,-536171814,mEVwTXeZ,40796241412
nokia,-122,2024-09-04 03-06-28,-7646,49,40766026377,-1706269302,MClgTOqA,40704979286
nokia,-128,2024-09-04 03-06-19,23555,97,40750398320,1697209061,SyYurriX,40738812841
nokia,23,2024-09-04 03-05-19,-21308,126,40731605310,1951577509,ryKrAzXL,40780603325
nokia,-40,2024-09-04 03-09-58,-5211,109,40718879707,-1729461684,IptlgLdd,40707749038
nokia,108,2024-09-04 03-06-03,-7910,114,40700351943,-229276816,fMLmNzNC,40724103500
nokia,14,2024-09-04 03-05-57,-18913,-64,40746260517,554052595,pkaAoXiT,40790858731
nokia,28,2024-09-04 03-09-42,-27201,-72,40724327253,680936352,PZnQLPCv,40731967734
nokia,-64,2024-09-04 03-07-43,-17249,97,40703834010,-1719556530,euNGeXis,40784132173
nokia,72,2024-09-04 03-05-09,14166,-28,40768899747,2075220720,hSfKJFiX,40705214843
nokia,-103,2024-09-04 03-08-45,-26415,-110,40723371623,-1719434995,sVpEPMij,40774535827
nokia,-11,2024-09-04 03-05-52,-13365,-40,40778067700,-2100645445,uVIsRCIY,40775775281
nokia,15,2024-09-04 03-08-38,-21699,-113,40710133120,-362984814,FJMytmIz,40718720313
nokia,49,2024-09-04 03-05-46,-26797,-77,40753962746,1516080221,DNkArfvl,40767783865
nokia,117,2024-09-04 03-07-58,-29306,85,40776978724,2110150881,QSOMGahY,40710872906
nokia,96,2024-09-04 03-07-16,10969,-71,40781072996,-757571833,ihsgxLMf,40790865700
nokia,9,2024-09-04 03-05-03,3418,-35,40709742882,193071768,VCDcjurE,40770279973
nokia,-103,2024-09-04 03-08-53,-24297,-45,40785302603,3497889,LUtcZjvH,40779334361
nokia,81,2024-09-04 03-05-27,-9039,-106,40711340901,228550953,gcqzdVRv,40764990038
nokia,34,2024-09-04 03-09-37,15280,-127,40775789475,-1861306489,efOGMrsk,40722179334
nokia,119,2024-09-04 03-08-43,-16995,-7,40793948549,-267073246,rYOPeEix,40797832640
nokia,-73,2024-09-04 03-05-30,-5023,21,40744433972,-1570850512,wUOvyhpW,40718759550
nokia,-68,2024-09-04 03-06-13,24844,53,40798184082,489560061,KUPsZmTs,40714050051
nokia,-15,2024-09-04 03-06-36,26120,57,40717160436,838927155,FYcHDTII,40732252730
nokia,108,2024-09-04 03-08-22,27614,116,40758729219,-1293009023,xCRCMiMU,40799609175
nokia,76,2024-09-04 03-08-06,-8208,-81,40763074625,1866983891,LRSgadlf,40763868054
nokia,-55,2024-09-04 03-07-36,25946,-88,40751121526,-651816018,XzfMkKwE,40784050981
nokia,68,2024-09-04 03-07-09,28988,17,40735697327,-143712575,BHSsqVoA,40784588261
nokia,86,2024-09-04 03-06-55,-21968,-48,40760989027,-1057598994,MldxbyQg,40704168105
nokia,-39,2024-09-04 03-08-01,-25287,-97,40712055921,-2008612212,XJkYEWPk,40764430728
nokia,-120,2024-09-04 03-07-34,17744,51,40770638026,-410784872,agJxeYut,40754236916
nokia,42,2024-09-04 03-06-01,-16352,-20,40737696074,-1772023137,GMywIVpm,40712050542
nokia,-126,2024-09-04 03-07-43,-10103,-94,40735240952,-264868302,pjJBuFPj,40773259851
nokia,45,2024-09-04 03-05-47,-14295,-80,40785196506,264580494,kOEebfmV,40705466322
nokia,40,2024-09-04 03-05-49,12510,85,40709517409,1280688512,EfWRkGym,40729568524
nokia,-25,2024-09-04 03-08-24,-15437,-85,40792607931,-98345740,NkrIlZku,40761874604
nokia,7,2024-09-04 03-08-48,25803,-67,40702972410,-430858586,HJvsfPcl,40719556808
nokia,-54,2024-09-04 03-06-56,12779,-119,40772059259,-717937408,ixOXFjfH,40755485482
nokia,5,2024-09-04 03-07-35,-28596,-85,40765023378,-1010291497,BIMUSIXP,40789943765
nokia,-17,2024-09-04 03-08-45,-18784,-65,40716986534,-1157335562,PTGNwbZE,40778383499
nokia,-48,2024-09-04 03-05-59,9346,-9,40773332071,-791673901,qvBBLxCT,40758598576
nokia,-62,2024-09-04 03-07-51,7284,-6,40733925179,-178218785,UcXbmTqk,40795912755
nokia,-55,2024-09-04 03-06-20,17436,-115,40772557107,-1488212566,wDnrJTlH,40757783934
nokia,47,2024-09-04 03-09-45,31666,100,40767798924,-998952606,BslKugEV,40738815852
nokia,-59,2024-09-04 03-07-00,15092,94,40778769723,-1786706142,vPjxRtEb,40701656537
nokia,11,2024-09-04 03-05-38,-29708,7,40795885150,-1551418852,ajFktWJF,40719018916
nokia,39,2024-09-04 03-08-50,30356,-28,40729084611,26223282,YciSelqJ,40740969068
nokia,72,2024-09-04 03-07-11,-3047,45,40726551232,484736399,LdJZpsdP,40721868736
nokia,-120,2024-09-04 03-05-37,-11285,-64,40793153907,-704876634,JpCAENLz,40787314300
nokia,111,2024-09-04 03-06-01,-19574,-16,40778529013,616885796,WawajQQs,40799517854
nokia,-3,2024-09-04 03-09-42,-28,-125,40727394731,1498261087,rrqKTPSD,40721807444
nokia,-91,2024-09-04 03-08-44,-1428,-16,40725695346,504291747,GGkOGAVr,40714510549
nokia,-99,2024-09-04 03-08-47,8813,-78,40742266588,1184739119,WIlvHRWT,40759877029
nokia,-30,2024-09-04 03-07-37,16534,-72,40746458034,-1971540559,BXvxyeya,40731111205
nokia,-126,2024-09-04 03-06-33,8523,42,40757059911,-1321002628,aeBfGvkA,40775923806
nokia,10,2024-09-04 03-08-26,3695,-95,40775043031,595247636,Ennsjajj,40738997900
nokia,66,2024-09-04 03-09-15,-26813,3,40747509928,1157921494,NyVeKwKv,40722430907
nokia,-102,2024-09-04 03-08-22,-21914,115,40770055491,792011989,idZUHHjb,40756268492
nokia,116,2024-09-04 03-09-51,-29768,-57,40783853998,1557404361,glKKkFnv,40789778489
nokia,44,2024-09-04 03-08-44,-9652,-37,40731107548,1476528179,wjsakSNo,40701655011
nokia,-85,2024-09-04 03-06-32,20273,-87,40748283901,1009075642,JxkAACAt,40734508349
nokia,21,2024-09-04 03-09-26,-10770,-102,40794052133,499810605,phpfLmug,40792424197
nokia,-53,2024-09-04 03-07-57,-14197,85,40789187145,-1459144024,OFGSpiIc,40733114372
nokia,-82,2024-09-04 03-06-04,17386,35,40736855405,1552773487,wcFIekXi,40746515981
nokia,42,2024-09-04 03-08-55,27026,82,40724612898,487120198,wOkxxhmD,40757837030
