src,idapp,t1,ncu,start_date,ano,duration,bno
alcatel,iBT,-99,-80,2024-09-04 08-45-18,40741841634,-25448,40720837889
alcatel,Qoqft,-40,-61,2024-09-04 08-46-27,40746354551,4825,40790108831
alcatel,mQEzL,24,49,2024-09-04 08-47-52,40722634086,-6062,40713831160
alcatel,EaabB,101,7,2024-09-04 08-45-29,40748883822,18073,40734776636
alcatel,aOE,-62,-45,2024-09-04 08-47-01,40711201850,2040,40751934286
alcatel,Vev,-60,15,2024-09-04 08-45-07,40760605357,843,40703715768
alcatel,ZpO,-6,37,2024-09-04 08-45-32,40720954157,-29596,40700134013
alcatel,iozU,-125,-104,2024-09-04 08-49-52,40716801684,-15060,40722191123
alcatel,CuFr,102,25,2024-09-04 08-47-41,40739991368,-10582,40751433112
alcatel,PZe,-120,15,2024-09-04 08-45-26,40784931159,15593,40755211352
alcatel,xAaB,73,-39,2024-09-04 08-47-49,40737145743,-20172,40735909441
alcatel,FQLGJ,-103,-119,2024-09-04 08-45-42,40787024044,24147,40718858367
alcatel,nfA,107,6,2024-09-04 08-45-28,40729822273,-27779,40715084263
alcatel,Gjn,-34,-91,2024-09-04 08-47-54,40775815511,24988,40762360554
alcatel,qxF,-83,-88,2024-09-04 08-48-12,40752431128,21847,40722639228
alcatel,JvL,123,-113,2024-09-04 08-45-14,40779919269,5286,40753744120
alcatel,NJGeV,-110,-52,2024-09-04 08-49-49,40708392904,-31774,40729580790
alcatel,VIH,124,83,2024-09-04 08-50-01,40787979361,12034,40785008556
alcatel,GVVuR,-91,58,2024-09-04 08-49-01,40765809706,-8815,40767848675
alcatel,vkpaa,17,0,2024-09-04 08-46-17,40747331752,-9237,40775729532
alcatel,acV,44,-3,2024-09-04 08-49-29,40787696894,14003,40768578878
alcatel,ZLWv,95,55,2024-09-04 08-46-23,40738304896,16468,40758571358
alcatel,dqawb,-63,-69,2024-09-04 08-48-59,40715964014,12603,40719531059
alcatel,FEpF,-114,75,2024-09-04 08-45-08,40788992546,10363,40713285427
alcatel,mgcYl,113,-61,2024-09-04 08-47-46,40753106514,12289,40793676232
alcatel,qvMwE,-28,-97,2024-09-04 08-47-35,40740924850,-3241,40720614196
alcatel,qdkb,77,43,2024-09-04 08-49-55,40721125816,-13926,40741182931
alcatel,pKPsys,53,17,2024-09-04 08-49-17,40781375703,25524,40777760584
alcatel,SgEr,38,118,2024-09-04 08-48-57,40702993384,15850,40741654674
alcatel,UmLzXc,104,4,2024-09-04 08-47-08,40757605954,24874,40737979207
alcatel,afce,90,-62,2024-09-04 08-45-42,40743085834,16993,40723961604
alcatel,jWKhNm,98,-93,2024-09-04 08-49-05,40743061818,-14595,40796865800
alcatel,dijNEy,14,1,2024-09-04 08-47-29,40792695708,13968,40757698026
alcatel,Tsx,-126,-50,2024-09-04 08-45-04,40753163561,-20165,40707475699
alcatel,pGvi,-12,111,2024-09-04 08-48-03,40744622190,9159,40746605418
alcatel,IOflgR,-85,42,2024-09-04 08-45-47,40757690829,27344,40714532733
alcatel,Vncqmr,13,-114,2024-09-04 08-46-56,40721250194,25987,40774379014
alcatel,jpmUaK,-2,-67,2024-09-04 08-46-31,40745142151,-16501,40722546310
alcatel,GvSgQd,75,6,2024-09-04 08-48-03,40747425638,-14164,40790808442
alcatel,ljd,-127,55,2024-09-04 08-48-10,40777067968,-18637,40789407905
alcatel,qjviC,-24,-15,2024-09-04 08-46-03,40711475219,16097,40716794064
alcatel,mRWYe,-45,-51,2024-09-04 08-47-30,40781303847,-3121,40787662792
alcatel,soRa,-61,-10,2024-09-04 08-45-50,40771363558,-12894,40755211352
alcatel,eNmVl,-122,50,2024-09-04 08-47-14,40711758066,16104,40748841065
alcatel,NWYNhz,-51,34,2024-09-04 08-48-20,40735614426,10239,40709149190
alcatel,tdZxBw,62,-82,2024-09-04 08-47-23,40796464694,30457,40741869339
alcatel,pqoKE,-87,-6,2024-09-04 08-46-26,40786044165,-1459,40776304178
alcatel,ldRAl,-94,14,2024-09-04 08-46-31,40717568019,-8508,40758559296
alcatel,jawDC,14,88,2024-09-04 08-46-44,40704858996,-12471,40707380584
alcatel,geg,-119,104,2024-09-04 08-46-33,40771302747,-30598,40744579430
alcatel,TAu,80,86,2024-09-04 08-48-42,40768509082,9879,40715972107
alcatel,WCmDmI,97,53,2024-09-04 08-48-31,40713054601,6075,40734758512
