src,idapp,t1,ncu,start_date,ano,duration,bno
alcatel,mAd,-21,-91,2024-09-04 13-34-42,40763307835,-12899,40748546491
alcatel,SIyN,50,63,2024-09-04 13-30-19,40709367097,-3938,40738378995
alcatel,vZCF,122,44,2024-09-04 13-31-56,40708490866,15731,40790428530
alcatel,ZSL,-113,81,2024-09-04 13-30-31,40766389257,4940,40795375094
alcatel,KdVO,41,79,2024-09-04 13-33-55,40788385938,17686,40730585850
alcatel,pekQFY,2,-60,2024-09-04 13-30-12,40788069813,-24281,40737301761
alcatel,lvatPz,64,81,2024-09-04 13-34-24,40735214394,-12735,40757186472
alcatel,qjXxsa,-120,43,2024-09-04 13-31-04,40708574517,3210,40739721543
alcatel,IssM,38,-121,2024-09-04 13-34-26,40713510930,2397,40708553165
alcatel,oljk,16,30,2024-09-04 13-33-58,40759068188,13641,40762440937
alcatel,AIBv,65,60,2024-09-04 13-31-54,40794297892,18622,40712149560
alcatel,koXol,-32,-41,2024-09-04 13-32-00,40754084042,30819,40735662462
alcatel,JPAC,-107,39,2024-09-04 13-34-15,40709925690,-1843,40749454148
alcatel,jLR,-12,-109,2024-09-04 13-31-19,40758231092,23477,40727544169
alcatel,khRTyx,8,-31,2024-09-04 13-30-58,40767350950,9793,40790248204
alcatel,uCWXT,-2,11,2024-09-04 13-34-25,40746354762,-27098,40733361437
alcatel,bCn,58,-50,2024-09-04 13-30-15,40726669209,-9021,40787530848
alcatel,WhYb,-104,11,2024-09-04 13-33-09,40711671968,7308,40730556118
alcatel,dQus,100,66,2024-09-04 13-32-11,40786625537,10349,40760593704
alcatel,uVy,22,66,2024-09-04 13-32-12,40700343608,-8531,40745067031
alcatel,MrM,-63,121,2024-09-04 13-34-54,40768176857,-6780,40794740933
alcatel,aJXui,-96,11,2024-09-04 13-31-42,40791546397,9427,40770348584
alcatel,wdAs,-8,35,2024-09-04 13-32-31,40796684059,26932,40721799911
alcatel,kPar,10,-106,2024-09-04 13-34-40,40762564179,-21116,40760825407
alcatel,APY,-22,118,2024-09-04 13-32-22,40769621492,-12880,40700021877
alcatel,obnW,109,-29,2024-09-04 13-33-18,40798247559,32585,40716672796
alcatel,RiNorj,-98,-74,2024-09-04 13-32-17,40785404210,-30698,40765030354
alcatel,oNfWTp,32,55,2024-09-04 13-34-48,40748180850,-8672,40776628042
alcatel,iDLykv,-29,85,2024-09-04 13-32-41,40793747764,-17957,40791370740
alcatel,SPPaMi,-15,-100,2024-09-04 13-32-51,40716427353,1674,40731079110
alcatel,LHE,-102,-120,2024-09-04 13-32-34,40795682454,-15708,40717836401
alcatel,dpm,-55,-12,2024-09-04 13-30-41,40761678891,27784,40708048062
alcatel,dJSFei,-126,-118,2024-09-04 13-33-32,40766416875,-16878,40748317586
alcatel,hheBWL,100,61,2024-09-04 13-34-04,40724404045,1201,40768552800
alcatel,azAubR,-115,-91,2024-09-04 13-33-48,40790475563,-11759,40776156951
alcatel,fjZPm,-87,-22,2024-09-04 13-32-47,40752803471,-9346,40754037737
alcatel,SDTreU,-119,-114,2024-09-04 13-33-16,40716486069,-235,40739242415
alcatel,ykk,-117,-31,2024-09-04 13-34-24,40738758826,31940,40761885288
alcatel,wKA,-35,-45,2024-09-04 13-31-51,40743131160,26115,40765508293
alcatel,cQgKe,27,109,2024-09-04 13-30-01,40769172914,4515,40704625237
alcatel,jCZQn,34,29,2024-09-04 13-30-39,40742113494,-17994,40782029631
alcatel,HWub,-72,115,2024-09-04 13-34-34,40710851490,6852,40752990362
alcatel,UAK,-26,54,2024-09-04 13-30-05,40789041605,-11043,40707127592
alcatel,AlEL,33,13,2024-09-04 13-34-46,40702653189,-25582,40730017809
alcatel,twEyVa,-105,118,2024-09-04 13-30-41,40777930136,-2193,40786720852
alcatel,YgU,106,-28,2024-09-04 13-30-23,40781848972,-22623,40708310297
alcatel,wlsa,-10,113,2024-09-04 13-32-09,40751640265,20986,40760525114
alcatel,WUn,-42,-72,2024-09-04 13-30-33,40706124448,3070,40716259856
alcatel,Vxa,54,-94,2024-09-04 13-34-45,40700397727,-24489,40720777043
alcatel,wdhWjw,-88,-79,2024-09-04 13-32-10,40770896802,24938,40715605745
alcatel,zLBRcH,95,-5,2024-09-04 13-30-38,40706183681,16406,40711084913
alcatel,wusMAg,44,-11,2024-09-04 13-33-26,40712585987,22608,40766943003
alcatel,HOR,109,99,2024-09-04 13-30-45,40702137100,23473,40722890794
alcatel,KWBHFm,118,73,2024-09-04 13-34-29,40773156555,10534,40759507967
alcatel,kPs,-30,-35,2024-09-04 13-30-37,40700945497,-10824,40729321971
alcatel,bXmezp,-128,-100,2024-09-04 13-33-37,40766921163,-15105,40721115181
alcatel,bGkQtn,-78,104,2024-09-04 13-30-34,40703617712,11206,40786545318
alcatel,GSBj,-13,-94,2024-09-04 13-33-40,40784846169,-3212,40726085333
alcatel,SwwpC,80,7,2024-09-04 13-33-57,40722571294,-15342,40717337923
alcatel,TwSo,-41,-89,2024-09-04 13-34-42,40706007412,14874,40750630684
alcatel,zMBY,10,125,2024-09-04 13-33-03,40708868491,-17088,40726810115
